item_code,call_number,coll_type_name,inventory_code,received_date,supplier_name,order_no,location_name,order_date,item_status_name,site,source,invoice,price,price_currency,invoice_date,input_date,last_update,title
5930,004.2 HER a,Serial,5930,2/20/2013,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Adobe InDesign CS5 Untuk Desain Publishing Buku & Majalah
4901,004.3 SET c,Text,4901,12/4/2009,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,cara Praktis menglola File Di Komputer
6088,004.2 RAZ k,Text,6088,9/30/2013,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Kumpas Tuntas Microsoft Office 2003
6089,004.2 PER t,Text,6089,9/30/2013,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,36 jam Belajar Komputer Microsoft Access 2003
6267,005 GUM m,Text,6267,7/16/2014,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Modul Microsoft Excel 2007
6266,005 WIN b,Text,6266,7/16/2014,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Belajar Mudah & Cepat Microsoft Excel 2010
6138,004.2 AND s,Text,6138,1/3/2014,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,123 Fungsi dan Formula Excel 2010
6090,004.2 TIM m,Text,6090,9/30/2013,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Mahir CorelDRAW
2912,629 TIM p,Text,2912,7/29/2001,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Panduan Lengkap Microsoft Word 97
4346,001.4 TIM p1,Text,4346,10/6/2008,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Penelitihan Ilmiah Remaja 1
4347,001.4 TIM p2,Text,4347,10/6/2008,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Penelitihan Ilmiah Remaja 2
6758,005 MUA g,Text,6758,7/17/2017,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Gaul Bareng Blogspot… yuk!
3410,005 ARI w,Text,3410,2/29/2004,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Word Star 7.0 Untuk Pengetikan Sehari-hari
7140,070.4 ISN m,Text,7140,10/20/2019,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Menulis Berita Di Media Massa & Produksi Feature
7148,070.4 NUR d,Text,7148,10/28/2019,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Deadline Menaklukan  Rintangan menulis Berita Televisi
5218,001.4 MIL a,Text,5218,7/27/2010,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Analisis Data Kualitatif 
6542,028 TIM s,Text,6542,8/5/2016,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Semua Bisa Beraksi
6549,028 PAL s,Text,6549,8/5/2016,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,SOP Standar Operasional Prosedur
3413,006.4 TIM t,Text,3413,4/23/2004,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Terampil Memanfaatkan Komputer Dalam jaringan
4879,070.4 NUR m,Serial,4879,8/12/2008,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Membina majalah Dinding
178,070.4 WIR m,Text,178,4/24/1996,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Menulis Karangan Untuk Pers
7433,070.1 TIM r,Serial,7433,2/10/2021,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Majalah Rumah Tangga Kesehatan Jan.2021
7434,070.1 TIM r,Serial,7434,2/10/2021,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Majalah Rumah Tangga Kesehatan Feb.2021
7435,070.1 TIM r,Serial,7435,2/10/2021,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Majalah Rumah Tangga Kesehatan Maret2021
4643,028 BUZ b,Text,4643,5/16/2009,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Buku Pintar Mind Map Untuk Anak 
5513,031 JAW e,Reference,5513,3/3/2011,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Ensiklopedi Galaksi Dan Atmosfer
5316,031 JAW e,Reference,5316,9/27/2010,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Ensiklopedi Matahari dan Bulan
3650,020.6 DAR m,Text,3650,10/27/2004,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Manajemen Da tata Kerja Perpustakaan sekolah
4896,005 SAE p,Text,4896,8/12/2008,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Pengolahan Grafik & Ilustrasi Corel Draw!6
3664,001CLA b,Text,3664,5/11/2005,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Buku Pintar Ilmu pengetahuan
4364,001 MOO b,Text,4364,11/2/2007,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Bagaimana Membuat Proyek Ilmu Pengetahuanmu Menjadi Ilmiah
5927,031 TIM e,Reference,5927,2/20/2013,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Ensiklopedi Anak Serangga Dan Laba-Laba
6962,030 TIM w,Text,6962,9/25/2018,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Wonderful World 1
5512,031 JAW e,Reference,5512,3/3/2011,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Ensiklopedi Bumi & Kehidupan
4633,005 PUR p,Text,4633,6/17/2008,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,"Panduan Belajar Otodidak Microsoft Power Point 2007 :Mudah, Praktis, dan Lengkap"
4029,005 SUT p,Text,4029,9/12/2006,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Panduan Lengkap Wordperfect For Windows Versi 5.2
AUTO-64,006.60 KAS p,Text,,,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Petunjuk Praktis Pemakaian Word Star 7
4692,5,Text,4692,7/2/2008,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Langkah Mudah Meraup Dolar Lewat Internet
4536,005 TIM m,Text,4536,5/21/2008,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Microsoft Powerpoint 2007 Untuk menyusun Presentasi Profesional
6860,005 RUM m,Text,6860,7/17/2017,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,makin gaul Dengan Google+
AUTO-68,006.639 TIM k,Text,,,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Kumpulan Soal Ujian Nasional Komputer Diklusemas Word Star
7513,070.5 Har p,Text,7513,11/17/2021,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Penulisan Buku Ajar Yang baik Dan Produktif 
4121,005 FIR a,Text,4121,3/10/2007,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Aplikasi Perkantoran Dengan Microsoft Word 2002 &  Microsoft Excel 2002
5822,070.1 TIM k,Text,5822,5/7/2012,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Kuark Kelas Olimpiade
7730,028 MAL m,Text,7730,2/24/2023,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Membangun Generasi Aktif Literasi
AUTO-73,,Serial,,,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Kuasa Doa majalah Rohani Bulanan
AUTO-74,,Text,,,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Kuark Kelas Olimpiade
4927,070.1 TIM d,Text,4927,12/4/2009,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,National Geographic  : Detak Bumi
5605,070.4 TIM w,Text,5605,4/29/2011,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,We Have Come To Worship Him
7746,004 PAN i,Text,7746,3/21/2023,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Informatika Untuk SMP/MTs Kelas VII
5573,31,Reference,5573,3/3/2011,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Ensiklopedia Angkasa Luar
7548,004 RAF s,Text,7548,2/21/2022,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Squid 
6956,030 AQI e,Reference,6956,9/25/2018,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Ensiklopedia Pendidikan & psikologi 
259,003 CAR c,Text,259,8/10/1984,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,cara Kerja Komputer
AUTO-82,070. TIM r,Serial,,8/10/2021,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Majalah readers Digest Indonesia
7462,070.1 TIM i,Serial,7462,8/10/2021,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Majalah Intisari November 2020
7463,070.1 TIM i,Serial,7463,8/10/2021,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Majalah Intisari Desember 2020
7464,070.1 TIM i,Serial,7464,8/10/2021,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,majalah Intisari Januari 2021
7465,070.1 TIM i,Serial,7465,8/10/2021,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,majalah Intisari April 2021
7467,070.1 TIM i,Serial,7467,8/10/2021,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Majalah Intisari Mei 2021
7466,070.1 TIM i,Serial,7466,8/10/2021,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Majalah Intisari Juni 2021
7468,070.1 TIM r,Text,7468,8/10/2021,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Rumah Tangga Kesehatan April 2021
7469,070.1 TIM r,Text,7469,8/10/2021,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Rumah Tangga Kesehatan Mei 2021
7470,070.1 TIM r,Text,7470,8/10/2021,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Rumah Tangga Kesehatan Juni 2021
7471,070.1 TIM r,Text,7471,8/10/2021,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Rumah Tangga Kesehatan Juli 2021
7171,070 TIM k,Text,7171,1/28/2020,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Kesehatan Menakjubkan!
5704,070.1 CRO p,Text,5704,10/5/2011,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,National Geographic : Pueblo
5912,070.1 SIM c,Text,5912,10/17/2012,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,National Geographic :Cuaca Ekstrem
5913,070.1 BUR a,Text,5913,10/17/2012,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,National Geographic :Air
5914,070.1 SIM o,Text,5914,10/17/2012,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,National Geographic : Otak
4645,028.5 BUZ m,Text,4645,5/16/2009,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Buku Pintar Mind Map Untuk Anak 
5917,070 TIM g,Text,5917,10/17/2012,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,National Geograpchic : Genetika Dari DNA hingga Domba Dolly
5709,070 TIM g,Text,5709,10/17/2012,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,National Geograpchic : Arkeologi Menguak Rahasia Masa lampau : Yunani Kuno
7541,070.1 TIM i,Serial,7541,1/3/2022,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Majalah Intisari Januari 2022
7568,070.1 TIM i,Serial,7568,6/10/2022,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Majalah Intisari  Februari 2022
7567,070.1 TIM i,Serial,7567,6/10/2022,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Majalah Intisari Maret 2022
7569,070.1 TIM i,Serial,7569,6/10/2022,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Majalah Intisari April 2022
7570,070.1 TIM i,Serial,7570,6/10/2022,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Majalah Intisari Mei 2022
7571,070.1 TIM i,Serial,7571,6/10/2022,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Majalah Intisari Juni 2022
7574,070.1 TIM i,Serial,7574,7/25/2022,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Majalah Intisari Juli 2022
7576,070.1 TIM i,Serial,7576,8/20/2022,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Majalah Intisari Agustus  2022
7652,070.1 TIM i,Serial,7652,9/8/2022,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Majalah Intisari September 2022
7653,070.1 TIM i,Serial,7653,10/1/2022,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Majalah Intisari Oktober 2022
7685,070.1 TIM i,Serial,7685,11/2/2022,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Majalah Intisari November 2022
7720,070.1 TIM i,Serial,7720,2/6/2023,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Majalah Intisari Februari 2023
7745,070.1 T,Serial,7745,3/13/2023,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Majalah Intisari Maret 2023
AUTO-114,070.1 TIM i,Serial,,,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Majalah Intisari April  2023
7759,070.1 TIM i,Serial,7759,8/10/2023,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Majalah Intisari Agustus 2023
7796,070.1 TIM i,Serial,7796,10/31/2023,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Majalah Intisari Oktober 2023
7822,070.1 TIM i,Serial,7822,12/5/2023,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Majalah Intisari Desember  2023
7874,006.754 PER b,Text,7874,4/17/2024,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Buku Pintar Jadi Content Creator 
7873,005.36 TIM d,Text,7873,4/17/2024,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,255 Tips&Trik Mudah Belajar Microsoft Excel
7883,030 TIM e,Reference,7883,4/18/2024,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Ensiklopedi Pencegahan Terorisme
7661,028 SUS s,Text,7661,10/3/2022,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Strategi Meraih Nilai A Akreditasi Perpustakaan sekolah
5276,020 SAL m,Text,5276,9/16/2010,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Membangun Perpustakaan DiGITAL
7871,,Serial,7871,4/5/2024,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Majalah Intisari Bulan Februari 2024
7894,70,Serial,7894,4/5/2024,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Majalah Intisari APRIL 2024
7897,70,Serial,7897,5/21/2024,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Majalah Intisari Bulan Mei 2024
AUTO-126,,Serial,,6/1/2014,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Majalah Intisari Bulan Juni 2024
7953,028 TIM t,Text,7953,11/8/2024,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,The Unbound Spirits: SMAK St. Albertus Malang
7916,070 TIM n,Text,7916,8/16/2024,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,National Geographic Indonesia Agustus 2024
7932,070 TIM n,Text,7932,9/19/2024,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,National Geographic September 2024
7950,070 TIM n,Text,7950,10/30/2024,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,National Geographic Indonesia Oktober 2024
7952,70,Text,7952,11/8/2024,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,National Geographic Indonesia November 2024
7968,70,Text,7968,12/17/2024,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,National Geographic Indonesia Desember 2024
7970,70,Text,7970,1/20/2025,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,National Geographic Indonesia Januari 2025
7977,70,Text,7977,2/5/2025,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,National Geographic Indonesia Februari 2025
7738,030.9 WAS e,Reference,7738,2/28/2023,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Ensiklopedia Indonesia Provinsi Jawa Tengah
7739,030.9 WAS e,Reference,7739,2/28/2023,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Ensiklopedia Indonesia Provinsi Jawa Timur
6016,70,Text,6016,5/24/2013,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,National Geographic Indonesia Traveler
7999,70,Text,7999,3/26/2025,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,national Geographic Indonesia Maret 2025
8000,70,Text,8000,4/15/2025,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,National Geographic Indonesia April 2025 Edisi Khusus 20 Tahun 
8007,5.1,Text,8007,4/30/2025,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Menguasai Pemrograman Arduino Dan Robotik
8010,5.36,Text,8010,4/30/2025,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Coreldraw 2019 untuk Pemula
8009,5.369,Text,8009,4/30/2025,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Kolaborasi data Antarprogram Microsoft Office 2021
8008,4.64,Text,8008,4/30/2015,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Mudah Membuat Aplikasi Android 
8006,30,Reference,8006,4/30/2015,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Ensiklopedia ilmuwan Fisika Abad 20
8004,30,Reference,8004,4/30/2015,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Ensiklopedia Alam Semesta & Luar Angkasa
7329,4,Text,7329,11/6/2020,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Learning More Formation & Communication Technology 3
8023,70,Text,8023,6/20/2025,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,National Geographic Indonesia Juni 2025
8037,70,Text,8037,7/14/2025,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,National Geograpich Indonesia Juli 2025
8049,70,Text,8049,8/11/2025,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,National Geographic Indonesia Agustus 2025
8060,70,Text,8060,9/22/2025,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,National Geograpich September 2025
8091,6.6,Text,8091,9/30/2025,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Buku Pintar (Jadi) Content Creator 
8092,5,Text,8092,9/30/2025,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Desain dan Pemograman Drone Cerdas
8094,5,Text,8094,9/30/2025,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Koding & Kecerdasan Artifisial untuk kelas SMP 7 SMP/MTs
8095,3,Text,8095,9/30/2025,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Koding & Kecerdasan Artifisial untuk kelas SMP 8 SMP/MTs
8096,3,Text,8096,9/30/2025,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Kooding & Kecerdasan
8097,31,Reference,8097,9/30/2025,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Ensiklopedia Indonesia Provinsi Bali
8098,31,Reference,8098,9/30/2025,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Ensiklopedia Indonesia Provinsi Kalimantan Selatan
8099,31,Reference,8099,9/30/2025,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Ensiklopedia Indonesia Provinsi Kalimantan Barat 
8100,31,Reference,8100,9/30/2025,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Ensiklopedia indonesia Provinsi Kalimantan Tengah
8101,31,Reference,8101,9/30/2025,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Ensiklopedia Indonesia Provinsi Kalimantan Timur 
8102,31,Reference,8102,9/30/2025,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Ensiklopedia Indonesia Provinsi Kalimantan Utara 
8103,31,Reference,8103,9/30/2025,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Ensiklopedia Indonesia Provinsi Nusa Tenggara Barat
8104,31,Reference,8104,9/30/2025,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Ensiklopedia Indonesia Provinsi Nusa Tenggara Timur
8105,31,Reference,8105,9/30/2025,,,000-099,,Available,,,,,IDR,,2/20/2026 18:57,2/20/2026 18:57,Ensiklopedia Indonesia Provinsi Papua
