item_code,call_number,coll_type_name,inventory_code,received_date,supplier_name,order_no,location_name,order_date,item_status_name,site,source,invoice,price,price_currency,invoice_date,input_date,last_update
6427,419,Text,6427,9/11/2015,,,400-499,,Available,,,,,IDR,,2/20/2026,2/20/2026
-,419,Text,-,9/11/2015,,,400-499,,Available,,,,,IDR,,2/20/2026,2/20/2026
3130,420,Text,3130,7 Februari 2002,,,400-499,,Available,,,,,IDR,,2/20/2026,2/20/2026
-,419,Text,-,-,,,400-499,,Available,,,,,IDR,,2/20/2026,2/20/2026
-,420,Text,-,10 Agustus 1984,,,400-499,,Available,,,,,IDR,,2/20/2026,2/20/2026
5212,410,Text,5212,22 Juli 2010,,,400-499,,Available,,,,,IDR,,2/20/2026,2/20/2026
2997,420,Text,2997,17 Oktober 2001,,,400-499,,Available,,,,,IDR,,2/20/2026,2/20/2026
7886,411,Text,7886,4/18/2014,,,400-499,,Available,,,,,IDR,,2/20/2026,2/20/2026
7895,420,Text,7895,4/23/2024,,,400-499,,Available,,,,,IDR,,2/20/2026,2/20/2026
7329,420,Text,7329,11/6/2020,,,400-499,,Available,,,,,IDR,,2/20/2026,2/20/2026
8013,413,Reference,8013,4/30/2025,,,400-499,,Available,,,,,IDR,,2/20/2026,2/20/2026
8015,425.076,Text,8015,4/30/2025,,,400-499,,Available,,,,,IDR,,2/20/2026,2/20/2026
8012,413,Reference,8012,4/30/2025,,,400-499,,Available,,,,,IDR,,2/20/2026,2/20/2026
7235,420,Text,7235, 1 September 2020,,,400-499,,Available,,,,,IDR,,2/20/2026,2/20/2026
7663,420,Text,7663,3 Oktober 2022,,,400-499,,Available,,,,,IDR,,2/20/2026,2/20/2026
8087,495.6,Reference,8087,9/29/2025,,,400-499,,Available,,,,,IDR,,2/20/2026,2/20/2026
8088,495.1,Reference,8088,9/29/2025,,,400-499,,Available,,,,,IDR,,2/20/2026,2/20/2026
8089,400.3,Reference,8089,9/29/2025,,,400-499,,Available,,,,,IDR,,2/20/2026,2/20/2026
4640,567,Text,4640,16 Mei 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
6816,550,Text,6816,17 Juli 2017,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
3917,523.1,Text,3917,9 Juli 2006,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4304,595,Text,4304,6 Oktober 2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
5312,500,Text,5312,9/27/2010,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
2249,510,Text,2249,9/6/1995,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
7566,567,Text,7566,8 Maret 2022,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
6142,590,Text,6142,3 Januari 2014,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4343,500.2,Text,4343,11/2/2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4332,574,Text,4332,11/2/2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4331,530,Text,4331,11/2/2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4729,574,Text,4729,24 Juni 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
164,551.48,Text,164,18 Oktober 1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
7430,553.7,Text,7430,4 Februari 2021,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4472,551.48,Text,4472,15 Januari 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
128,523.1,Text,128,9 Agustus 1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4804,523.4,Text,4804,26 Agustus 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
1469,574,Text,1469,9/8/1992,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
2923,590,Text,2923,19 Juli 2001,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
655,597.9,Text,655,-,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
525,597.92,Text,525,23 Januari 1987,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
526,595.384.04,Text,526,23 Januari 1987,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
7893,551.5,Text,7893,4/23/2024,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4639,598,Text,4639,16 Mei 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4637,590,Text,4637,16 Mei 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4649,568.1,Text,4649,16 Mei 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4648,595,Text,4648,16 Mei 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
106,500,Text,106,27 Januari 1979,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
558,590,Text,558,28 Januari 1989,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
499,523.78,Text,499,16 januari 1989,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
231,523.4,Text,231,6 Agustus 1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
7544,536,Text,7544,21 Februari 2022,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4721,541.3,Text,4721,24 Juni 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4895,520,Text,4895,12 Agustus 2008,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4345,520,Text,4345,11/2/2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4606,599,Text,4606,4/13/2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4444,591.5,Text,4444,6 Januari 2008,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4445,591,Text,4445,6 Januari 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
166,599,Text,166,18 Oktober 1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4244,539,Text,4244,27 Juli 2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
5528,570,Text,5528,3 Maret 2011,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4362,551.6,Text,4362,11/2/2011,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4300,590,Text,4300,6 Oktober 2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
6608,420,Text,6608,25 Januari 2017,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
553,552,Text,553,17 Januari 2001,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4190,552,Text,4190,`12 Juli 2017,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4871,552,Text,4871,19 Oktober 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
2889,553,Text,2889,16 maret 2004,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
502,537.5,Text,502,20 Januari 1987,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
285,581,Text,285,6 Desember 1998,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
3191,551.5,Text,3191,5 Maret 2002,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
134,510,Text,134,6 Agustus 1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
113,500,Text,113,4/28/1994,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4635,530,Text,4635,16 Mei 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
2864,580,Text,2864,17 Januari 2001,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
126,513,Text,126,6 Agustus 1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
2887,590,Text,2887,16 maret 2004,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4142,591,Text,4142,11 Mei 2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
654,591,Text,654,-,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4202,523.8,Text,4202,12 Juli 2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
175,574,Text,175,9/8/1989,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
1468,574,Text,1468,9/8/1992,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
5856,574,Text,5856,14 Juli 2012,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4599,530.8,Text,4599,3 Juni 2008,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
5537,530,Text,5537,3 Maret 2011,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
5857,590,Text,5857,14 Juli 2012,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
5306,570,Text,5306,9/27/2010,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4797,551.6,Text,4797,12 Juli 2008,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4873,500,Text,4873,16 Oktober 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
5538,570,Text,5538,3 Maret 2011,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
5539,530,Text,5539,3 Maret 2011,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
303,500,Text,303,9/18/1985,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
16,525,Text,16,26 Mei 1992,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4674,525,Text,4674,16 Mei 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
2773,550,Text,2773,4/25/2000,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
2885,582,Text,2885,16 maret 2004,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
163,534,Text,163,18 Oktober 1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
651,598,Text,651,-,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
651,598,Text,651,-,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
652,598,Text,652,-,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
153,598,Text,153,17 Oktober 1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4935,595,Text,4935,9/6/2008,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
159,599,Text,159,18 Oktober 1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
348,538,Text,348,6 Agustus 1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
3848,535,Text,3848,22 Mei 2006,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
6554,590,Text,6554,8 Agustus 2016,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
6959,510.76,Text,6959,9/25/2018,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
130,589,Text,130,6 Agustus 1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4715,536,Text,4715,24 Juni 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
280,551.6,Text,280,6 Agustus 1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4189,551.6,Text,4189,12 Juli 2008,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
2927,551.6,Text,2927,19 Juli 2001,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
2478,510,Text,2478,,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4017,570,Text,4017,24 Februari 2010,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
-,530,Text,-,-,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
-,530,Text,-,-,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
-,530,Text,-,-,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
827,530,Text,827,-,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
7564,567,Text,7564,8 Maret 2022,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
6930,510,Text,6930,9 Februari 2018,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
6604,550,Text,6604,25 Januari 2017,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4224,551.4,Text,4224,19 Juli 2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
135,574.9,Text,135,6 Agustus 1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
129,551.45,Text,129,6 Agustus 1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4381,567,Text,4381,11/10/2008,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4906,567,Text,4906,9/3/2008,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4373,512,Text,4373,11/10/2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
2866,598,Text,2866,17 Januari 2001,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4298,591,Text,4298,6 Oktober 2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4297,590,Text,4297,6 Oktober 2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4296,577,Text,4296,6 Oktober 2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4463,580,Text,4463,28 Januari 2008,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4295,574.5,Text,4295,6 Oktober 2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
5173,580,Reference,5173,29 Mei 2000,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4598,574.5,Text,4598,3 Juni 2008,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
170,590,Text,170,10 Agustus 1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4349,531.6,Text,4349,11/2/2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
5772,530.02,Text,5772,4/2/2012,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
6598,530.02,Text,6598,25 januari 2017,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
6609,510,Text,6609,25 januari 2017,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4885,575.01,Text,4885,19 Oktober 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
5406,510.1,Text,5406,18 Oktober 2010,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
5405,510.1,Text,5405,15 Oktober 2010,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4400,530,Text,4400,16 januari 2008,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
5033,530,Text,5033,18 Maret 2010,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4879,530,Text,4879,16 Oktober 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
5855,530,Text,5855,14 Juli 2012,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4347,530,Text,4347,11/2/2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
15,530,Text,15,26 Mei 1992,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
5361,530,Text,5361,9/29/2010,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
19,539.2,Text,19,26 Mei 1992,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
5092,575.1,Text,5092,4/15/2010,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4886,575,Text,4886,16 Oktober 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4209,575,Text,4209,12 Juli 2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
5711,510,Text,5711,5 Oktober 2011,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4739,590,Text,4739,24 Juni 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
7889,551.43,Text,7889,4/23/2024,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
2926,551.2,Text,2926,19 Juli 2001,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
6143,574.9,Text,6143,3 Januari 2014,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4403,550,Text,4403,11/10/2008,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
5093,574.5,Text,5093,4/15/2010,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4376,590,Text,4376,11/10/2008,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
3937,590,Text,3937,13 Juli 2006,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4172,590,Text,4172,18 Juni 2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
7891,551.6,Text,7891,4/23/2024,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
6144,574.9,Text,6144,3 Januari 2014,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
834,530,Text,834,-,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
0.0026,537.5,Text,0.0026,-,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
831,520,Text,831,20 Juli 1988,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4610,530.01,Text,4610,4/13/2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4611,530.01,Text,4611,4/13/2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4612,530.01,Text,4612,4/13/2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
6190,500,Text,6190,12 Maret 2014,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
562,551.2,Text,562,12 Januari 1988,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4242,535,Text,4242,27 Juli 2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4243,535,Text,4243,27 Juli 2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4897,530,Text,4897,12 Agustus 2008,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
127,542.3,Text,127,6 Agustus 1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
5532,590,Text,5532,3 Maret 2011,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
165,574.9,Text,165,18 Oktober 1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
306,578,Text,306,9/18/1995,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4119,570,Text,4119,6 Maret 2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4184,574.9,Text,4184,21 Juni 2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
-,538,Text,-,-,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
207,500,Text,207,11/2/1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4904,5784.1,Text,4904,4 Desember 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
210,500,Text,210,11/2/1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
198,500,Text,198,11/2/1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
210,500,Text,210,11/2/1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
202,500,Text,202,11/2/1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
202,500,Text,202,11/2/1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
203,590,Text,203,11/2/1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
205,500,Text,205,11/2/1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
209,590,Text,209,11/2/1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
199,590,Text,199,11/2/1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
200,570,Text,200,11/2/1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
197,590,Text,197,11/2/1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
582,500,Text,582,28 januari 1988,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
254,539.7,Text,254,10 Agustus 1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
1193,530,Text,1193,17 Juli 1991,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
515,538.028,Text,515,23 Januari 1987,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
-,540,Text,-,,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
5404,510,Text,5404,18 Oktober 2010,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4367,520,Text,4367,11/2/2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
1480,510,Text,1480,11/10/1992,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
-,-,Text,-,-,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
769,530,Text,769,-,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
119,595,Text,119,9 Agustus 1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4887,500,Text,4887,12 Agustus 2008,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4882,551.4,Text,4882,12 Agustus 2008,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4338,500,Text,4338,11/2/2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
157,537,Text,157,18 Oktober 1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
6761,546.3,Text,6761,17 Juli 2017,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4722,549.2,Text,4722,24 Juni 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
162,580,Text,162,18 Oktober 1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
-,570,Text,-,-,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4733,523.4,Text,4733,24 Juni 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4251,523.7,Text,4251,28 Juli 2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4636,523.7,Text,4636,16 Mei 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
3657,574.5,Text,3657,27 Oktober 2004,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4737,523,Text,4737,24 Juni 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4371,510,Text,4371,11/10/2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
5854,510,Text,5854,14 Juli 2012,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
-,510.2,Text,-,,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
5585,510,Text,5585,26 Maret 2011,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
5644,510,Text,5644,17 Juli 2011,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
5645,510,Text,5645,17 Juli 2011,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
112,500,Text,112,4/28/1994,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4350,551.6,Text,4350,11/2/2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
2924,590,Text,2924,19 Juli 2001,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4363,500,Text,4363,11/2/2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
2749,590,Text,2749,25 Februari 2000,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
14,537.5,Text,14,26 Mei 1992,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4719,591,Text,4719,24 Juni 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4738,551.2,Text,4738,24 Juni 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4747,551.6,Text,4747,24 Juni 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4720,551.6,Text,4720,24 Juni 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4650,551.2,Text,4650,24 Juni 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4046,530,Text,4046,30 Oktober 2006,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
6173,500,Text,6173,18 Februari 2014,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4138,551.45,Text,4138,11 Mei 2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4140,523.4,Text,4140,24 Juni 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
6125,574,Text,6125,10 Oktober 2013,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
6768,574,Text,6768,17 Juli 2017,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
6850,530,Text,6850,17 Juli 2017,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4348,590,Text,4348,11/2/2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
158,599,Text,158,18 Oktober 1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
2865,591,Text,2865,17 Januari 2001,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
2734,550.45,Text,2734,25 Februari 2000,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4744,597,Text,4744,24 Juni 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
5533,597,Text,5533,3 Maret 2011,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4731,551.3,Text,4731,24 Juni 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
6469,507.1,Text,6469,11/25/2015,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4574,574.5,Text,4574,20 Maret 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
370,570,Text,370,9/24/1984,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
18,542,Text,18,26 Mei 1992,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4365,520,Text,4365,11/2/2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
1467,574,Text,1467,9/8/1992,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
895,510,Text,895,23 Oktober 1990,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4723,551,Text,4723,24 Juni 2009,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4582,574,Text,4582,3 Juni 2008,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
711,530,Text,711,-,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4228,523.4,Text,4228,19 Juli 2002,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
5120,550,Text,5120,4/15/2010,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4609,590,Text,4609,,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
498,523.4,Text,498,16 januari 1989,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
636,530,Text,636,25 Juli 1990,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
579,550,Text,579,-,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
4356,541,Text,4356,11/2/2007,,,500-599,,Available,,,,,IDR,,2/20/2026,2/20/2026
