item_code,call_number,coll_type_name,inventory_code,received_date,supplier_name,order_no,location_name,order_date,item_status_name,site,source,invoice,price,price_currency,invoice_date,input_date,last_update
5624,220 DAR p,Text,5624,21 Mei 2011,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2508,247 WIN m,Text,2508,9/25/2004,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
4528,248 MOI t,Text,4528,2 Maret 2009,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2526,247 WIN m,Text,2526,9/25/2004,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2534,248 NOU i,Text,2534,9/25/2004,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
4535,269 DAR p,Text,4535,2 Maret 2009,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2548,242 PAI h,Text,2548,9/25/2004,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
903,200.9 WAS m,Text,903,-,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
7481,220 MAX c,Text,7481,12 Juli 2008,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2552,264 WID a,Text,2552,9/25/2004,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3293,242 NJI m,Text,3293,9/16/2010,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
741,248 KRU k,Text,741,-,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2554,269 MAN d,Text,2554,9/25/2004,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3492,240 WAS p,Text,3492,25 Oktober 2004,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5739,248 ZAH h,Text,5739,31 Oktober 2011,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
6617,202 TIM f,Text,6617,13 Februari 2017,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3105,265 TIM i,Text,3105,2 Januari 2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3830,265 HEI j,Text,3830,4/11/2006,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2544,269 MAR m,Text,2544,9/25/2004,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2558,269 TER m,Text,2558,9/25/2004,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3108,200.7 TIM k,Text,3108,2 Januari 2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5737,220.7 LES r,Text,5737,31 Oktober 2011,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5694,240 LAN g,Text,5694,28 Juli 2011,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
293,230 DIA t,Text,293,11/13/1984,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5736,248 RUM s,Text,5736,31 Oktober 2011,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
948,220 KIS p,Text,948,11/22/1988,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3292,248,Text,3292,4/16/2000,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
7537,264,Text,7537,23 Desember 2021,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
4845,209 HEU a,Text,4845,9/4/2009,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
6541,250 TIM s,Text,6541,5 Agustus 2016,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
6539,250 TIM s,Text,6539,5 Agustus 2016,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
6540,250 TIM s,Text,6540,5 Agustus 2016,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3659,220 WAT t,Text,3659,27 Oktober 2004,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5669,269 PAR b,Text,5669,23 Juli 2011,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5670,269 PAR b,Text,5670,23 Juli 2011,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2566,269 DAR m,Text,2566,9/25/2004,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2977,269 SIN a,Text,2977,17 Oktober 2001,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
7673,265 PRA s,Text,7673,3 Oktober 2022,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
6047,200.7 TIM p,Text,6047,24 Mei 2013,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3073,230 MOL m,Text,3073,11 Desember 2001,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3111,220.7 TIM i,Text,3111,1 Februari 2001,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
4410,248 SUP k,Text,4410,17 Januari 2008,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3071,220 SUG p,Text,3071,11 Desember 2001,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
6691,248 HER w,Text,6691,23 Mei 2017,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
4597,248 KES d,Text,4597,4/13/2009,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
1457,200.7,Text,1457,9/3/1992,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5696,200.9 ROS f,Text,5696,28 Juli 2011,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3238,269,Text,3238,9/12/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3080,220 TUK k,Text,3080,11 Desember 2001,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
746,248 BIL p,Text,746,-,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5952,220 TIM y,Text,5952,25 Maret 2013,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
7289,269 BRE b,Text,7289,20 Oktober 2020,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
7309,223,Text,7309,30 Oktober 2020,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
7288,200.7 TIM c,Text,7288,20 Oktober 2020,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
7287,220 KAR m,Text,7287,20 Oktober 2020,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5380,248 HER d,Text,5380,30 Agustus 2010,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2526,264 HUC l,Text,2526,9/25/2004,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5977,200.9 SAP m,Text,5977,4/26/2013,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5691,200.9 FLO d,Text,5691,28 Januari 2011,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
4532,220 STA r,Text,4532,21 Mei 2008,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5934,248 RIY m,Text,5934,20 Februari 2013,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
4036,269 SUM l,Text,4036,5 oktober 2006,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2962,234 BIS s,Text,2962,4/12/2001,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3305,255 tim S,Text,3305,11/30/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2340,252 LIE d,Text,2340,22 Desember 1995,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
6616,248 EMI b,Text,6616,10 Februari 2017,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3234,252 NJI m,Text,3234,9/12/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3218,248 PUR f,Text,3218,9/12/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5350,248 SUH p,Text,5350,9/29/2010,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3758,248 DJE c,Text,3758,11 Februari 2006,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2568,269 POW b,Text,2568,9/25/2004,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
1458,200.7 MAR p,Text,1458,9/3/1992,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2529,240 TER a,Text,2529,9/25/2004,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
900,200.9 NOV s,Text,900,-,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
287,220 DIA d,Text,287,11/13/1984,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
291,220 HAR p,Text,291,11/13/1984,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
289,200.9 DIA a,Text,289,11/13/1984,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3263,200.9,Text,3263,9/12/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
288,200.9 DIA g,Text,288,11/13/1984,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3489,269 WAL r,Text,3489,9/25/2004,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
456,200.3 SUW m,Reference,456,9 Maret 1990,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5653,264 SUW d,Text,5653,23 Juli 2011,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
7296,200.2 Tim l,Text,7296,20 Oktober 2020,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
604,170 DWI s,Text,604,25 Juli 1990,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
7294,220 TIM c,Text,7294,20 Oktober 2020,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
7293,207 WIL a,Text,7293,20 Oktober 2020,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
7292,269 WID m,Text,7292,20 Oktober 2020,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
7291,230 GRO p,Text,7291,20 Oktober 2020,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
7304,220 TIM b,Text,7304,21 Oktober 2020,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5148,200.9 RIA p,Text,5148,20 Oktober 2020,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
6057,290 TIM r,Text,6057,15 Agustus 2013,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
1222,235 SET s,Text,1222,24 Maret 1992,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3253,235 SET s,Text,3253,9/12/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
1441,235 SET s,Text,1441,8 Agustus 1992,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3300,235 SET s,Text,3300,9/16/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3255,235 SET s,Text,3255,9/12/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3249,235 SET s,Text,3249,9/12/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
4876,200.9 ALE f,Text,4876,12 Agustus 2008,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3771,248 TIM z,Text,3771,4 Maret 2006,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
4474,248 TIM z,Text,4474,26 maret 2008,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3894,200.7 TIM j,Text,3894,6 Juli 2006,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5189,230LAL m1,Text,5189,21 Juni 2010,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5190,230 LAL m2,Text,5190,21 Juni 2010,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5191,230 LAL m3,Text,5191,21 Juni 2010,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5191,230 LAL m4,Text,5191,21 Juni 2010,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5625,264 TIM p,Text,5625,21 Juni 2010,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5193,264 TIM p,Text,5193,21 Juni 2010,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
1647,200.9 ROM s,Text,1647,21 Mei 1993,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
907,200.9 GRO f,Text,907,-,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
1475,220 TIM r,Text,1475,7 Oktober1992,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
-,,Text,-,-,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
-,200.7 TIM p,Text,-,-,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
468,264.1,Text,468,24 Desember 1986,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5650,242 SET d,Text,5650,28 Juli 2011,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5465,200.3 TIM e,Text,5465,17 Desember 2010,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5265,200.9 LOV s4,Text,5265,9/16/2020,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5266,200.9 LOV b2,Text,5266,9/16/2020,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5267,200.9 LOV3,Text,5267,9/16/2020,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5268,200.9 LOV5,Text,5268,9/16/2020,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
6269,200.9 LOV b6,Text,6269,9/16/2020,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3252,200.9 MAR s,Text,3252,9/12/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3270,200.9 MAR s,Text,3270,9/12/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3264,200.9 KOW s,Text,3264,9/12/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3269,200.9 MAR s,Text,3269,9/12/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3261,200.9 MAR s,Text,3261,9/12/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3266,200.9 MAR s,Text,3266,9/12/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3267,200.9 HUD s,Text,3267,9/12/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3268,200.9 MAR s,Text,3268,9/12/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
902,200.9 KLE p,Text,902,-,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5260,200.9 HEF s,Text,5260,9/16/2010,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3265,200.9 KOW s,Text,3265,9/12/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5195,200.9 WAL t,Text,5195,15 Juni 2010,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5187,200.9 WAL t,Text,5187,24 Juni 2010,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
7313,200.7 TIM p,Text,7313,11/2/2020,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
7312,200.7 TIM p,Text,7312,11/2/2020,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
7311,200.7 TIM p,Text,7311,11/2/2020,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
7310,200.7 TIM p,Text,7310,11/2/2020,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5784,200.1 TEF m,Text,5784,4/11/2012,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2555,220 WAH,Text,2555,2 Juni 1997,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
4034,220 SUW m,Text,4034,5 Oktober 2006,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
463,240 HAR m,Text,463,24 Desember 1986,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5143,264 DAE b,Text,5143,17 Mei 2010,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3110,264 HER m,Text,3110,2 Januari 2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2558,240 SIL r,Text,2558,2 Juni 1997,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2554,264 TIM p,Text,2554,2 Juni 1997,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2521,248 TER c,Text,2521,9/25/2004,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3113,220 TER d,Text,3113,2 Januari 2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5376,230 REI h,Text,5376,9/30/2010,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2511,265 MAN s,Text,2511,9/25/2004,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5401,248 SUW b,Text,5401,11 Oktober 2010,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5400,264 SUW b,Text,5400,11 Oktober 2010,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5398,248 SUW b,Text,5398,11 Oktober 2010,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3572,269 WAL r,Text,3572,9/25/2004,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
7316,269 WAL r,Text,7316,11/3/2020,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
7315,200.1 WAL r,Text,7315,11/3/2020,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2533,269 LUE w,Text,2533,9/25/2004,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
7317,201 WIG t,Text,7317,11/3/2020,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5367,220 WIL t,Text,5367,9/30/2010,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
6750,248 RUS d,Text,6750,5 Juni 2017,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
4710,200.9 STE a,Text,4710,24 Juni 2009,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
4794,238 PRA p1,Text,4794,25 Agustus 2009,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
4794,238 PRA p2,Text,4794,25 Agustus 2009,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2967,225 TIM s,Text,2967,17 Oktober 2001,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3074,200 KIR p,Text,3074,11 Desember 2001,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
4589,232 RIC c,Text,4589,4/13/2009,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3085,220 SUH k,Text,3085,2 Januari 2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5690,200.9,Text,5690,28 Juli 2011,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2971,220 GRO k,Text,2971,17 Oktober 2001,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3075,220 BAL,Text,3075,11 Desember 2001,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5693,242 DJA h,Text,5693,28 Juli 2011,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3100,265,Text,3100,2 Januari 2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2516,264 WAS m,Text,2516,9/25/2004,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
4590,248 LUC t,Text,4590,4/13/2013,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5089,269 BEL a,Text,5089,4/15/2010,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
404,248 MAL s,Text,404,11/10/1989,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5373,255 BRO r,Text,5373,9/30/2010,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
6046,247 TIM p,Text,6046,24  Mei 2013,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3286,220.9 SUM n,Text,3286,9/16/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
4682,230 BOC m,Text,4682,5 Juni 2009,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2525,269 NOU b,Text,2525,9/25/2004,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
878,2x9.1 DJA r,Text,878,9/13/1988,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3115,226 TIM k,Text,3115,2 Januari 2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
6694,248 WIJ k,Text,6694,23 Mei 2017,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2981,252 HAD s,Text,2981,17 Oktober 2001,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3093,230 NOW c,Text,3093,2 Januari 2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
6510,210 SIS b,Text,6510,5 juni 2016,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3291,200.2 HAR s,Text,3291,9/19/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
7318,200.2 HAR s1,Text,7318,11/4/2020,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
7319,200.2 HAR s2,Text,7319,11/4/2020,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
7320,200.2 HAR s3,Text,7320,11/4/2020,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3072,268 PID m,Text,3072,11 Desember 2001,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
7321,248 HUD d,Text,7321,11/4/2020,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2408,200.7 TIM a,Text,2408,8 Februari 1996,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2567,269 SUP r,Text,2567,9/25/2004,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3203,252 HER m,Text,3203,3 Agustus 2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5262,264 TIM d,Text,5262,9/16/2010,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3294,242 DAI r,Text,3294,9/16/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3550,210 SUL p,Text,3550,9/25/2004,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5619,200.9 WAS s,Text,5619,21 mei 2011,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2527,264 WIN m,Text,2527,9/25/2004,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3216,248 MAR p,Text,3216,9/12/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
7170,243 WHI t,Text,7170,28 Januari 2020,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3232,264 PUD m,Text,3232,9/12/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3237,220 PUR g,Text,3237,9/12/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5677,248 SUT h,Text,5677,28 Juli 2011,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
4806,248 SUD p,Text,4806,12 Juli 2007,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3282,268 HOG s,Text,3282,9/16/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5464,264 MAR A,Text,5464,17 Desember 2010,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3586,269 NOU p,Text,3586,9/25/2004,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
4593,248 SUH m,Text,4593,4/13/2009,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3305,220 TIM  s,Text,3305,-,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5935,220.7 KEL s,Text,5935,20 Februari 2013,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5610,248 DJE l,Text,5610,4/29/2011,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5609,200.9 TIM k,Text,5609,4/29/2011,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2528,264 WIN m,Text,2528,9/25/2004,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5271,200.1  WIB a,Text,5271,9/16/2010,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3217,248 TIE s,Text,3217,9/12/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5684,248 SUM d,Text,5684,28 Juli 2011,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
1772,2x0 QAU i,Text,1772,2 Desember 1993,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5368,230 GUN u,Text,5368,9/30/2010,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2551,248 MAR p,Text,2551,9/25/2004,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3285,248 PUR u,Text,3285,9/16/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2515,268 MAN d,Text,2515,9/25/2004,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2565,236 PUR y,Text,2565,9/25/2004,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3227,246 BUD i,Text,3227,9/12/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3230,269 PUR h,Text,3230,9/12/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3224,240 PUR b,Text,3224,9/12/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
4037,269 DJO p,Text,4037,5 oktober 2006,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2518,269 PUR m,Text,2518,9/25/2004,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3222,238 PUR b,Text,3222,9/12/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3236,236 PUR k,Text,3236,9/12/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
2542,248 DAR k,Text,2542,9/25/2004,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3226,234 PUR b,Text,3226,9/12/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5782,210 TUR k,Text,5782,4/11/2012,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3220,248 PUR s,Text,3220,9/12/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
4592,252 TAR d,Text,4592,4/13/2009,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
5734,248 PET i,Text,5734,31 Oktober 2011,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
901,230 BER p,Text,901,-,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3235,248 SAR z,Text,3235,9/12/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3581,248 AUE s,Text,3581,9/25/2004,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3231,248 PUR h,Text,3231,9/12/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3221,248 PUR b,Text,3221,9/12/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3223,248 PUR b,Text,3223,9/12/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
3228,248 PUR k,Text,3228,9/16/2002,,,200-299,,Available,,,,,IDR,,2/20/2026,2/20/2026
