414/89,020 TIM m,Text,,10 Nov. 1989,,,000-099,,Available,,,,,IDR,,,,Membina Perpustakaan Sekolah
7710,158.1 SAL m,Text,,16 Desember 2022,,,100-199,,Available,,,,,IDR,,,,Manage Your Time Change Your Life
5612,153 DEE t,Text,,29-Apr-11,,,100-199,,Available,,,,,IDR,,,,The Girl's Book Of Friendship
7712,150 ARD s,Text,,16 Desember 2022,,,100-199,,Available,,,,,IDR,,,,Seni Memaafkan Diri Sendiri
7776,153.8 AMB s,Text,,30 Agustus 2023,,,100-199,,Available,,,,,IDR,,,,Self Love
7843,177 SEN c,Text,,14 Desember 2023,,,100-199,,Available,,,,,IDR,,,,Cinta Dan Kehilangan
6843,133.5 TIM a,Text,,17 Juli 2017,,,100-199,,Available,,,,,IDR,,,,Astrolo(ve)gi
7713,155.2 TIM t,Text,,16 Desember 2022,,,100-199,,Available,,,,,IDR,,,,Tak Masalah menjadi tak sempurna
7665,158.1 ARA t,Text,,3 Oktober 2022,,,100-199,,Available,,,,,IDR,,,,Temukan Dirimu Nikmati Hidupmu
7707,153,Text,,16 Desember 2022,,,100-199,,Available,,,,,IDR,,,,Sepi
4802,158.2,Text,,28 Agustus 2009,,,100-199,,Available,,,,,IDR,,,,Aku malu Terlambat Ke Sekolah
7820,153,Text,,30-Nov-22,,,100-199,,Available,,,,,IDR,,,,"Nak, Maafkan Ibu …"
7912,153,Text,,5 Juli 2024,,,100-199,,Available,,,,,IDR,,,,Untukmu Yang Takut Akan masa Depan
7913,153,Text,,5 Juli 2024,,,100-199,,Available,,,,,IDR,,,,Merawat Dan Menyembuhkan Luka Batin
7914,153,Text,,5 Juli 2024,,,100-199,,Available,,,,,IDR,,,,"Beristirahatlah Jika Lelah, namun Jangan Pernah Menyerah"
7915,153,Text,,5 Juli 2024,,,100-199,,Available,,,,,IDR,,,,Sejenak Menepi dari Hiruk Pikuk Sosmed
2557,153.6,Text,,25-Sep-04,,,100-199,,Available,,,,,IDR,,,,Kiat Sukses Bergaul 
7882,150,Text,,18-Apr-24,,,100-199,,Available,,,,,IDR,,,,Confidence Percaya Diri Sumber Sukses Dan Kemandirian
5061,158.2,Text,,6-Apr-10,,,100-199,,Available,,,,,IDR,,,,Charisma Effect Agar Siapa pun Terkesima Dan Terkesan Kepada Anda
7709,115,Text,,16 Desember 2022,,,100-199,,Available,,,,,IDR,,,,Kiat Memaksimalkan Waktu
7837,155.2,Text,,14 Desember 2023,,,100-199,,Available,,,,,IDR,,,,More Thinking About Personality
7884,179,Text,,18-Apr-24,,,100-199,,Available,,,,,IDR,,,,Rahasia Menjadi Guru Hebat
7876,158.2,Text,,17-Apr-24,,,100-199,,Available,,,,,IDR,,,,""" Stopbullying Startloving"
7943,155.25,Text,,30 Oktober 2024,,,100-199,,Available,,,,,IDR,,,,Sebuah Seni Untuk Damai Dan bahagia Di Hati
7961,160,Text,,17-Nov-24,,,100-199,,Available,,,,,IDR,,,,LOGIKA : Cara Berpikir Sehat
7960,,Text,,17 Nvember 2024,,,100-199,,Available,,,,,IDR,,,,Psikologi Remaja
7969,153.8,Text,,17 Desember 2024,,,100-199,,Available,,,,,IDR,,,,Untuk kamu Yang Lelah Dan Hampir Menyerah
7975,150,Text,,20 JANUARI 2025,,,100-199,,Available,,,,,IDR,,,,Kecantikan Sejati
7976,120,Text,,20 JANUARI 2025,,,100-199,,Available,,,,,IDR,,,,Apa pendapat Anda tentang Saya? Mengapa Saya Peduli?
7788,179,Text,,31 Oktober 2023,,,100-199,,Available,,,,,IDR,,,,Yang Belum Usai 
7789,158,Text,,31 Oktober 2023,,,100-199,,Available,,,,,IDR,,,,Hidup Damai Tanpa Berpikir Berlebihan 
7980,153.8,Text,,26 Maret 2025,,,100-199,,Available,,,,,IDR,,,,Leave Your Boring Box
7981,150,Text,,26 Maret 2025,,,100-199,,Available,,,,,IDR,,,,Scholarship Goals : Kulik Serba Serbi Beasiswa dalam Dan Luar Negeri
7982,153.8,Text,,26 Maret 2025,,,100-199,,Available,,,,,IDR,,,,Suka Jajan Tapi Tidak Boros
7983,153.8,Text,,26 Maret 2025,,,100-199,,Available,,,,,IDR,,,,Personal Priority : Mulai bahagia Dari Diri Sendiri
7984,153.8,Text,,26 Maret 2025,,,100-199,,Available,,,,,IDR,,,,People Pleaser : Santai Saja kamu Nggak harus Menyenangkan Semua Orang
7985,153.8,Text,,26 Maret 2025,,,100-199,,Available,,,,,IDR,,,,Insecurity Life
7986,153.8,Text,,26 Maret 2025,,,100-199,,Available,,,,,IDR,,,,Quarter Life Crisis : Ketika hidupmu dipenuhi Kekhawatiran Akan Masa Depan
7978,153.8,Text,,26 Maret 2025,,,100-199,,Available,,,,,IDR,,,,"Charger :  Lagi Lelah? Charge Dulu, Yuk"
8018,158.1,Text,,30-Apr-25,,,100-199,,Available,,,,,IDR,,,,"Antara Birth, Challenge, Death"
7844,177,Text,,14 Desember 2023,,,100-199,,Available,,,,,IDR,,,,Ijo Tomat 
6627,128,Text,,11-Nov-09,,,100-199,,Available,,,,,IDR,,,,Teknik Membaca Textbook Dan Penterjemah
3600,155.5,Text,,16-10-2004,,,100-199,,Available,,,,,IDR,,,,Gaul yYang Pas Buat Kamoe Kamoe
,,Text,,30-Sep-13,,,100-199,,Available,,,,,IDR,,,,Kisah Insiparif 3
,,Text,,5 juni 2017,,,100-199,,Available,,,,,IDR,,,,Dua Tangis Sejuta Damprat
4411,158.4,Text,,17 Januari 2008,,,100-199,,Available,,,,,IDR,,,,The Complete Ideal's guide Leadership
6124,155.2,Text,,10 Oktober 2013,,,100-199,,Available,,,,,IDR,,,,56 Cerita terhebat
7979,150,Text,,26 Maret 2025,,,100-199,,Available,,,,,IDR,,,,Np More Overthingking Ajaran Stoa untuk Hidup yang Lebih Santai
8038,364.4,Text,,17 Juli 2025,,,100-199,,Available,,,,,IDR,,,,Panduan Anti Kekerasan Terhadap Anak
8044,155.2,Text,,6 Agustus 2025,,,100-199,,Available,,,,,IDR,,,,Untuk kamu Yang Berani Menjadi Lebih Baik
8045,152.4,Text,,6 Agustus 2025,,,100-199,,Available,,,,,IDR,,,,Ketika Aku Tak Tahu Apa Yang Alu Inginkan
8046,154.3,Text,,6 Agustus 2025,,,100-199,,Available,,,,,IDR,,,,Pasar Malam di Kepalaku
8047,155.2,Text,,6 Agustus 2025,,,100-199,,Available,,,,,IDR,,,,"Life is Shosrt, Make it Great"
8078,155,Text,,6 Agustus 2025,,,100-199,,Available,,,,,IDR,,,,Tak Apa-apa Tak Sempurna
8093,155,Text,,30-Sep-25,,,100-199,,Available,,,,,IDR,,,,Quiet
461,200.9,Text,,9 Maret 1990,,,200-299,,Available,,,,,IDR,,,,Riwayat Dan Pesan Santo Santa 3
460,200.9,Text,,9 Maret 1990,,,200-299,,Available,,,,,IDR,,,,Riwayat Dan Pesan Santo Santa 2
7281,264,Text,,14 Oktober 2020,,,200-299,,Available,,,,,IDR,,,,Madah bakti Buku Iringan Jilid I
7279,264,Text,,14 Oktober 2020,,,200-299,,Available,,,,,IDR,,,,Madah Bakti Buku Iringan II
7280,264,Text,,14 Oktober 2020,,,200-299,,Available,,,,,IDR,,,,Madah Bakti Buku Iringan- Jilid III
1442,264,Text,,19 Agustus 1992,,,200-299,,Available,,,,,IDR,,,,Mazmur Tanggapan Dan Alleluya Tahun ABC
5971,264,Text,,26-Apr-13,,,200-299,,Available,,,,,IDR,,,,Puji Syukur Kor II Untuk Kor campur
7538,264,Text,,23 Desember 2021,,,200-299,,Available,,,,,IDR,,,,Puji Syukur Kor II Untuk Kor Campur
5953,200.2,Text,,25 Maret 2013,,,200-299,,Available,,,,,IDR,,,,Katekismus Gereja Katolik
5719,203,Text,,26 oktober 2011,,,200-299,,Available,,,,,IDR,,,,Konkordansi Alkitab
4592,264,Text,,13-Apr-09,,,200-299,,Available,,,,,IDR,,,,Mencari Pesan Misa Harian Jilid 1
7283,225,Text,,14 Oktober 2020,,,200-299,,Available,,,,,IDR,,,,Alkitab Perdjandjian Baru
,,Text,,14 Oktober 2020,,,200-299,,Available,,,,,IDR,,,,Alkitab Perdjandjian Baru
1444,202,Text,,19 Agustus 1993,,,200-299,,Available,,,,,IDR,,,,Inspirasi Hidup 
3081,225,Text,,2 Januari 2002,,,200-299,,Available,,,,,IDR,,,,Perjanjian baru : New Testament
4691,264,Text,,18 Juni 2009,,,200-299,,Available,,,,,IDR,,,,Puji Syukur
7285,225,Text,,14 Oktober 2020,,,200-299,,Available,,,,,IDR,,,,Kitab Suci Perjanjian Baru
7286,225,Text,,14 Oktober 2020,,,200-299,,Available,,,,,IDR,,,,Alkitab Deuterokanonika
4921,200.9,Text,,12 Agustus 2008,,,200-299,,Available,,,,,IDR,,,,Fioretti  Dan Lima Renungan  Tentang Stigmata Suci
3283,252 MIH s,Text,,16-Sep-02,,,200-299,,Available,,,,,IDR,,,,1500 Ceritera Bermakna Jilid 2
4538,252 MAR m,Text,,2 Maret 2009,,,200-299,,Available,,,,,IDR,,,,Mekar Dalam Iman
4035,248 SUM ,Text,,5 Oktober 2006,,,200-299,,Available,,,,,IDR,,,,85 Kiat mengelola Hidup
4521,200.9 SRI b,Text,,18 Februari 2009,,,200-299,,Available,,,,,IDR,,,,Bhagavad- Gita Menuerut Aslinya
4882,248 BLY h,Text,,16 Oktober 2009,,,200-299,,Available,,,,,IDR,,,,Hitunglah Berkatmu
3112,225 TIM s,Text,,2 Januari 2002,,,200-299,,Available,,,,,IDR,,,,Surat-Surat Paulus 1
5351,200.9 DEV i,Text,,29-Sep-10,,,200-299,,Available,,,,,IDR,,,,Ibu Teresa Dian Sepanjang tahun
0892,200.9 INN a,Text,,-,,,200-299,,Available,,,,,IDR,,,,Agustinus Dari Hippo 
1712,240 LUK m,Text,,24 Agustus 1993,,,200-299,,Available,,,,,IDR,,,,Memahami Perayaan Ekaristi
0910,200.9 HAD m,Text,,-,,,200-299,,Available,,,,,IDR,,,,Mengenal & Mengenang Rama R. Sandjaja Pr.
1457,220 MAR p,Text,,3-Sep-92,,,200-299,,Available,,,,,IDR,,,,Persiapan Krisma Suci
6706,248 SUL l,Text,,23 Mei 2017,,,200-299,,Available,,,,,IDR,,,,56 Fabel Yang menginspirasi Dan Mengubah Hidup Anda
4413,248 BAS s,Text,,17 Januari 2008,,,200-299,,Available,,,,,IDR,,,,100 Permenungan Saat Bergumul Dengan Sakit
5369,220 MCB a,Text,,30-Sep-10,,,200-299,,Available,,,,,IDR,,,,Apa kata Mereka Tentang Yesus
3772,220 TIM b,Text,,4 Maret 2006,,,200-299,,Available,,,,,IDR,,,,Bacaan harian Kitab Suci
4537,248 LIP s,Text,,2 Maret 2009,,,200-299,,Available,,,,,IDR,,,,Salib & Penyembuhan
4620 TIM r,,Text,,10 Juli 2008,,,200-299,,Available,,,,,IDR,,,,Ruah bacaan harian Kitab Suci
3494,269 DIS r,Text,,25-Sep-09,,,200-299,,Available,,,,,IDR,,,,Rehab Rumah Tuhan
4793,235 HAH h,Text,,25 Agustus 2009,,,200-299,,Available,,,,,IDR,,,,"hall, Holy Queen"
5347,200.2 KEA o,Text,,29-Sep-10,,,200-299,,Available,,,,,IDR,,,,Open MindOpen Heart
4796,238 HAH c,Text,,25 Agustus 2009,,,200-299,,Available,,,,,IDR,,,,Catholic For A Reason I
3862,200.9 CAL m,Text,,28 Juni 2006,,,200-299,,Available,,,,,IDR,,,,Maria Magdalena & Augustinus
4799,220 PID m,Text,,12 Juli 2007,,,200-299,,Available,,,,,IDR,,,,Mempertanggungjawabkan Iman Katolik
3930,200.2 RTID h,Text,,13 Juli 2006,,,200-299,,Available,,,,,IDR,,,,How To Be a Christian Without Being religious
3491,290 TIM i,Text,,25-Sep-09,,,200-299,,Available,,,,,IDR,,,,iman Ekonomi & Ekologi
4563,248 HAM b,Text,,30 Maret 2009,,,200-299,,Available,,,,,IDR,,,,banyak Cowok Masuk Dalam Hidupku manakah Yang harus Kupilih?
5692,232 TIM y,Text,,28 Juli 2011,,,200-299,,Available,,,,,IDR,,,,Yesus Menurut Injil Lukas
2963,227 TIM s,Text,,17 Oktober 2001,,,200-299,,Available,,,,,IDR,,,,Surat-surat Paulus 3
4039,268 CAM p,Text,,5 Oktober 2006,,,200-299,,Available,,,,,IDR,,,,Profesionalisme Dan Pendampingan Pastoral
5371,200.2 WRI r1,Text,,30-Sep-10,,,200-299,,Available,,,,,IDR,,,,Raising Kids To Love Jesus 1
5349,200.3 WRI r2,Text,,29-Sep-16,,,200-299,,Available,,,,,IDR,,,,Raising Kids To Love Jesus 2
6120,220 TIM p,Text,,10 Oktober 2013,,,200-299,,Available,,,,,IDR,,,,Pelangi
5374,265 MAR p,Text,,30-Sep-20,,,200-299,,Available,,,,,IDR,,,,Penyembuhan Melalui Sakramen
4621,220 TIM r,Text,,10 Juli2008,,,200-299,,Available,,,,,IDR,,,,Ruah Bacaan Harian Kitab Suci
5654,247 MAR a,Text,,23 Juli 2011,,,200-299,,Available,,,,,IDR,,,,Apa Sih Alat-Alat Ibadat Itu?
5628,220DAR p,Text,,21 Mei2011,,,200-299,,Available,,,,,IDR,,,,Perempuan berselubungkan Matahari
4613,269 RAD n,Text,,13-Apr-09,,,200-299,,Available,,,,,IDR,,,,Nyanyikanlah Lagu Baru
5063,268 PAA d,Text,,6-Apr-10,,,200-299,,Available,,,,,IDR,,,,Devosi Dan Deviasi
4562,252 GIA m,Text,,30 Maret 2009,,,200-299,,Available,,,,,IDR,,,,membarui Wajah manusia 
3707,203 WAL k,Text,,26-Sep-05,,,200-299,,Available,,,,,IDR,,,,Konkordasi Alkitab
4709,248 ARO a,Text,,24 Juli 2009,,,200-299,,Available,,,,,IDR,,,,Amazing Stories For teen
4916,200.9 MAX g,Text,,12 Agustus 2008,,,200-299,,Available,,,,,IDR,,,,Gisela Borowka 
0870,2X0 QAM m,Text,,13 Mei 1980,,,200-299,,Available,,,,,IDR,,,,membangun Insan Seutuhnya
4925,200.9 BIG L,Text,,12 Agustus 2008,,,200-299,,Available,,,,,IDR,,,,Legenda Perugina
4536,248 KAW b,Text,,2 Maret 2009,,,200-299,,Available,,,,,IDR,,,,Berhasil Karena Iman
4885,240 HAR k,Text,,18-Sep-12,,,200-299,,Available,,,,,IDR,,,,Kupas Tuntas Rahasia Doa bapa kami
4534,220 GIA k,Text,,21 mei 2008,,,200-299,,Available,,,,,IDR,,,,Kumpulan Ulasan Injil : Bersama Dia
493,2xo HUD p,Text,,30 Januari 1984,,,200-299,,Available,,,,,IDR,,,,Pelita Dalam Gelap
5805,210 BRE t,Text,,17-Apr-12,,,200-299,,Available,,,,,IDR,,,,Tuhan Ada Di Mana-mana
3639,269 LOC l,Text,,27 Oktober 2004,,,200-299,,Available,,,,,IDR,,,,Lourdes Sumber Air Hidup
2505,263 DAR h,Text,,25-Apr-04,,,200-299,,Available,,,,,IDR,,,,Hari-Hari Keluarga Kristiani
0586,231.042 RIC b,Text,,-,,,200-299,,Available,,,,,IDR,,,,Bagaimana Aku Dapat Mengenal Allah?
7887,249 TIM i,Text,,13 Februari 2017,,,200-299,,Available,,,,,IDR,,,,Ibadah Keluarga
2527,264 WIN m,Text,,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Mengenal 25 Sikap Liturgi
4533,268 VER k,Text,,2 Maret 2009,,,200-299,,Available,,,,,IDR,,,,Kontemplasi Bagi Setiap Orang Beriman
2969,268 TIM k,Text,,17 Oktober 2001,,,200-299,,Available,,,,,IDR,,,,Kemiskinan  Dan Pembebasan 
3072,200.7 PID m,Text,,11 Desember 2001,,,200-299,,Available,,,,,IDR,,,,mempertanggungjawabkan Iman Katolik Jilid 1
1672,210,Text,,24 Juni 1993,,,200-299,,Available,,,,,IDR,,,,Serikat Kerasulan Anak/Remaja KKI
6595,232 LEK y,Text,,28 Juli 2011,,,200-299,,Available,,,,,IDR,,,,Yesus Engkaulah Andalanku
5146,269 RAD s,Text,,27 mei 2010,,,200-299,,Available,,,,,IDR,,,,santo Fransiskus Dan Binatang-Binatang
5578,266 TIM a,Text,,26 Maret 2011,,,200-299,,Available,,,,,IDR,,,,Awam Katolik Di Sekolah : Saksi-Saksi Iman
5579,266 TIM d,Text,,26 Maret 2011,,,200-299,,Available,,,,,IDR,,,,Dimensi Religius Pendidikan Di Sekolah katolik
5580,266 TIM k,Text,,26 Maret 2011,,,200-299,,Available,,,,,IDR,,,,Kitab Hukum kanonik Tentang Pendidikan katolik
5577,266 TIM s,Text,,26 Maret 2011,,,200-299,,Available,,,,,IDR,,,,Sekolah Katolik
0289,230,Text,,13 Maret 1984,,,200-299,,Available,,,,,IDR,,,,Anak Penggembala  Dari Betlehem
5783,200.7 HUM j,Text,,,,,200-299,,Available,,,,,IDR,,,,Jika kamu harus Memilih Apa Yang Akan kamu Lakukan?
628,2007 WAH h,Text,,25 Juli 1990,,,200-299,,Available,,,,,IDR,,,,Hidup sejati
2559,269 KIL r,Text,,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Rekoleksi & Retret Remaja
5621,200.9 WAS s,Text,,21 Mei 2011,,,200-299,,Available,,,,,IDR,,,,"ST. Karel Houben,CP Seorang Misionaris Kudus Di Irlandia"
4534,248 RIY m,Text,,2 Maret 2009,,,200-299,,Available,,,,,IDR,,,,Mukjizat Pengampunan
4527,248 DAR p,Text,,2 Maret 2009,,,200-299,,Available,,,,,IDR,,,,Penegasan Panggilan
3233,269 PUR i,Text,,12-Sep-02,,,200-299,,Available,,,,,IDR,,,,Imanku Sudah Bulat
3102,264 TIM e,Text,,2 Januari 2002,,,200-299,,Available,,,,,IDR,,,,Evangelisasi Keluarga
3289,248 HUD b,Text,,16-Sep-02,,,200-299,,Available,,,,,IDR,,,,Bunga Rumput Sepanjang jalan
3236,240 KAL m,Text,,12-Sep-02,,,200-299,,Available,,,,,IDR,,,,Mengapa Kita membuat tanda Salib?
3584,230 DAR y,Text,,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Yesus Kristus & Bunda maria
5463,248 CAS d,Text,,17 Desember 2010,,,200-299,,Available,,,,,IDR,,,,Doa Yang Dikabulkan Allah
3229,235 PUR b,Text,,12-Sep-02,,,200-299,,Available,,,,,IDR,,,,Bunda Maria Teladan Iman Kita
5264,200.9 LOV b1,Text,,16-Sep-10,,,200-299,,Available,,,,,IDR,,,,Buku 1 santo-Santa Pahlawan- Pahlawan Allah yang Hebat
2970,271 JAC g,Text,,17 Oktober 2001,,,200-299,,Available,,,,,IDR,,,,Gereja menurut Vatikan II
5206,272 KUS m,Text,,21 juli 2010,,,200-299,,Available,,,,,IDR,,,,Martir-martir Dari Katakombe
4353,248 SUT s,Text,,27 Oktober 2008,,,200-299,,Available,,,,,IDR,,,,"Sopan-Santun, No!  Yesus, Yes!"
2545,248 TIM r,Text,,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Renungan Harian Bulan Maria
5681,248 NDO d,Text,,28 Juli 2011,,,200-299,,Available,,,,,IDR,,,,Dalam Keheningan
0464,265,Text,,24 Desember 1986,,,200-299,,Available,,,,,IDR,,,,Ibadat Jalan Salib
2543,265,Text,,25-Sep-09,,,200-299,,Available,,,,,IDR,,,,Rahmat Dalam sakramen
3290,200.9 HER m,Text,,10-Sep-02,,,200-299,,Available,,,,,IDR,,,,Mutiara Berharga
5346,200.2 CAH b,Text,,29-Sep-10,,,200-299,,Available,,,,,IDR,,,,Beata Teresa
3385,200.9 MAR s,Text,,19 januari 2004,,,200-299,,Available,,,,,IDR,,,,Seorang Santa Yang Berdiam Diri dan Pesan Bunda maria
2517,248 NOU h,Text,,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Hati Yang Penuh Syukur
6534,246 TIM a,Text,,5 Agustus 2016,,,200-299,,Available,,,,,IDR,,,,Ayo Puji Tuhan
4544,248 TRI ,Text,,2 Maret 2009,,,200-299,,Available,,,,,IDR,,,,Pak Guru Tulus
2510,269 PUR l,Text,,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,LETgO Let God
3585,230 DAR i,Text,,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Iman & kehidupan 
4038,220 TIS s,Text,,5 oktober 2006,,,200-299,,Available,,,,,IDR,,,,Seperti Apakah Kerajaan Allah Itu
5263,200.9 LOV d,Text,,16-Sep-10,,,200-299,,Available,,,,,IDR,,,,Doa-Doa Kepada Santo-Santa Kesayanganku
2520,269 LOC p,Text,,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Pesan-Pesan Dari Lourdes
4592,220 MAN y,Text,,3 Juni 2008,,,200-299,,Available,,,,,IDR,,,,"Yesus, Sang Pemimpin"
5624,220 DAR p,Text,,21 Mei 2011,,,200-299,,Available,,,,,IDR,,,,pengalaman Mistik rasul oaulus
2508,247 WIN m,Text,,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Mengenal 30 Lambang Atau Simbol Kristiani
4528,248 MOI t,Text,,2 Maret 2009,,,200-299,,Available,,,,,IDR,,,,Tertawalah Sayang!
2526,247 WIN m,Text,,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,"mengenal peralatan, warna dan pakaian Liturgi"
2534,248 NOU i,Text,,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,In Memoriam 
4535,269 DAR p,Text,,2 Maret 2009,,,200-299,,Available,,,,,IDR,,,,Praktis Bimbingan Rohani
2548,242 PAI h,Text,,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Harta Karun Dalam Doa
0903,200.9 WAS m,Text,,-,,,200-299,,Available,,,,,IDR,,,,Matteo Ricci : Pendiri Gereja Di Cina
7481,220 MAX c,Text,,12 Juli 2008,,,200-299,,Available,,,,,IDR,,,,Cerita Alkitab
2552,264 WID a,Text,,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Ambisi Kawan Atau Lawan
3293,242 NJI m,Text,,16-Sep-10,,,200-299,,Available,,,,,IDR,,,,Menyelami Makna Doa Bapa kami
0741,248 KRU k,Text,,-,,,200-299,,Available,,,,,IDR,,,,Keluarga Yang Bertanggungjawab
2554,269 MAN d,Text,,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Dalam keheningan
3492,240 WAS p,Text,,25 Oktober 2004,,,200-299,,Available,,,,,IDR,,,,Putera Altar
5739,248 ZAH h,Text,,31 Oktober 2011,,,200-299,,Available,,,,,IDR,,,,Hidup Itu kadang Lucu
6617,202 TIM f,Text,,13 Februari 2017,,,200-299,,Available,,,,,IDR,,,,Family Matters
3105,265 TIM i,Text,,2 Januari 2002,,,200-299,,Available,,,,,IDR,,,,Ibadat Tujuh Sabda Kristus
3830,265 HEI j,Text,,11-Apr-06,,,200-299,,Available,,,,,IDR,,,,Jalan Salib
2544,269 MAR m,Text,,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Mencintai Ekaristi
2558,269 TER m,Text,,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Maria Bunda Pendamai
3108,200.7 TIM k,Text,,2 Januari 2002,,,200-299,,Available,,,,,IDR,,,,Kerangka dasar Aksi pembangunan 1997
5737,220.7 LES r,Text,,31 Oktober 2011,,,200-299,,Available,,,,,IDR,,,,Rahasia Gelar-Gelar Maria
5694,240 LAN g,Text,,28 Juli 2011,,,200-299,,Available,,,,,IDR,,,,Gue Akrab Dengan Yesus Kata Siapa?
0293,230 DIA t,Text,,13-Nov-84,,,200-299,,Available,,,,,IDR,,,,Tuhan Yesus Memanggil Murid-Muridnya
5736,248 RUM s,Text,,31 Oktober 2011,,,200-299,,Available,,,,,IDR,,,,Semangkuk Mie Kuah
0948 ,220 KIS p,Text,,22-Nov-88,,,200-299,,Available,,,,,IDR,,,,Problema perkawinan
3292,248,Text,,16-Apr-00,,,200-299,,Available,,,,,IDR,,,,Rangkaian Kisah Bermakna 100 Cerita 
7537,264,Text,,23 Desember 2021,,,200-299,,Available,,,,,IDR,,,,Puji Syukur Kor I Untuk Kor Campur
4845,209 HEU a,Text,,4-Sep-09,,,200-299,,Available,,,,,IDR,,,,Agama Kristen Di Asia
6541,250 TIM s,Text,,5 Agustus 2016,,,200-299,,Available,,,,,IDR,,,,Studia Philosophica Et Theologica
6539,250 TIM s,Text,,5 Agustus 2016,,,200-299,,Available,,,,,IDR,,,,Studia Philosophica Et Theologica
6540,250 TIM s,Text,,5 Agustus 2016,,,200-299,,Available,,,,,IDR,,,,Studia Philosophica Et Theologica
3659,220 WAT t,Text,,27 Oktober 2004,,,200-299,,Available,,,,,IDR,,,,The Children'S Bible
5669,269 PAR b,Text,,23 Juli 2011,,,200-299,,Available,,,,,IDR,,,,Becoming The Woman God Wants Me To Be 1
5670,269 PAR b,Text,,23 Juli 2011,,,200-299,,Available,,,,,IDR,,,,Becoming The Woman God Wants Me To Be 2
2566,269 DAR m,Text,,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Mutiara Iman Keluarga Kristiani
2977,269 SIN a,Text,,17 Oktober 2001,,,200-299,,Available,,,,,IDR,,,,Aburing Kupu-Kupu Kuning
7673,265 PRA s,Text,,3 Oktober 2022,,,200-299,,Available,,,,,IDR,,,,Sakramen Yang Menyelamatkan
6047,200.7 TIM p,Text,,24 Mei 2013,,,200-299,,Available,,,,,IDR,,,,Paradigma Pedagogi Reflektif
3073,230 MOL m,Text,,11 Desember 2001,,,200-299,,Available,,,,,IDR,,,,Menjadi Murid Dan Nabi
3111,220.7 TIM i,Text,,1 Februari 2001,,,200-299,,Available,,,,,IDR,,,,Injil Dan Surat-Surat Yohanes
4410,248 SUP k,Text,,17 Januari 2008,,,200-299,,Available,,,,,IDR,,,,Krisis Dalam Hidup membiara
3071,220 SUG p,Text,,11 Desember 2001,,,200-299,,Available,,,,,IDR,,,,Penilaian Terhadap Pembaharuan Karismatik Katolik
6691,248 HER w,Text,,23 Mei 2017,,,200-299,,Available,,,,,IDR,,,,Wanita Luar Biasa
4597,248 KES d,Text,,13-Apr-09,,,200-299,,Available,,,,,IDR,,,,Debat Agama
1457,200.7,Text,,3-Sep-92,,,200-299,,Available,,,,,IDR,,,,Persiapan Krisma Suci ( buku pembina)
5696,200.9 ROS f,Text,,28 Juli 2011,,,200-299,,Available,,,,,IDR,,,,fatima Place Of Hope And Peace
3238,269,Text,,12-Sep-02,,,200-299,,Available,,,,,IDR,,,,150 Kisah Jenaka Dalam Alkitab
3080,220 TUK k,Text,,11 Desember 2001,,,200-299,,Available,,,,,IDR,,,,Konseling Pastoral Kehidupan Keluarga
0746,248 BIL p,Text,,-,,,200-299,,Available,,,,,IDR,,,,Pewartaan Iman Katolik Djilid Pertama
5952,220 TIM y,Text,,25 Maret 2013,,,200-299,,Available,,,,,IDR,,,,Youcat Indonesia Katekismus Populer
7289,269 BRE b,Text,,20 Oktober 2020,,,200-299,,Available,,,,,IDR,,,,Bagaikan Roti Diremah
7309,223,Text,,30 Oktober 2020,,,200-299,,Available,,,,,IDR,,,,Miki Mungil : Dalam perjanjian lama
7288,200.7 TIM c,Text,,20 Oktober 2020,,,200-299,,Available,,,,,IDR,,,,Cermin Remaja
7287,220 KAR m,Text,,20 Oktober 2020,,,200-299,,Available,,,,,IDR,,,,manusia Siapakah Engkau?
5380,248 HER d,Text,,30 Agustus 2010,,,200-299,,Available,,,,,IDR,,,,Dikerumuni Allah
2526,264 HUC l,Text,,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Liturgi Yang Anggun Dan Menawan
5977,200.9 SAP m,Text,,26-Apr-13,,,200-299,,Available,,,,,IDR,,,,Memoar Misi Papua Nugini
5691,200.9 FLO d,Text,,28 Januari 2011,,,200-299,,Available,,,,,IDR,,,,Daya tarik Cinta Ilahi
4532,220 STA r,Text,,21 Mei 2008,,,200-299,,Available,,,,,IDR,,,,Rahasia Dibalik Kisah Paskah
