title,gmd_name,edition,isbn_issn,publisher_name,publish_year,collation,series_title,call_number,language_name,place_name,classification,notes,image,sor,authors,topics
Hulubalang Raja,Text,,,Balai Pustaka,1990,,,813,Indonesia,Jakarta,813,,,,N.St. Iskandar,
La Hami,Text,,,Balai Pustaka,,,,810,Indonesia,Jakarta,810,,,,Marah Rusli,
Priangan Si Jelita Sebuah Telaah,Text,,,Angkasa,1983,,,809.1,Indonesia,Bandung,809.1,,,,Jiwa Atmaja ,
Metode Pengajaran Sastra,Text,,,Kanisius,1988,,,800,Indonesia,Yogyakarta,800,,,,B. Rahmanto,
membuat Surat Inggris,Text,,,PT. Pradnya Paramita,1988,,,826,Indonesia,Jakarta,826,,,,M. Kido,
Kesusastraan : Pengantar Teori & Sejarah,Text,,,Angkasa,1978,,,810,Indonesia,Bandung,810,,,,Drs.  Mursal  Esten,
Contoh-Contoh Pidato Lengkap,Text,,,CV Bintang Pelajar,-,,,815,Indonesia,-,815,,,,H. Zakaria,
Retorika Praktis Teknik Dan Seni Berpidato,Text,,,Rineka Cipta,1995,,,808.5,Indonesia,Jakarta,808.5,,,,"Gentasri Anwar, S.H.",
Contoh-Contoh Teks Pidato & Pedoman Pembawa Acara,Text,,,Pustaka Amani,2000,,,808.5,Indonesia,Jakarta,808.5,,,,Achmad Sunarto,
Contoh-Contoh Pidato 3 Bahasa,Text,,,Absolut,2006,,,808.5,Indonesia,Yogyakarta,808.5,,,,M. Azhar,
Mengenal Teknik Berpidato Diskusi Dan MC,Text,,,Putra Pelajar,2000,,,808.5,Indonesia,Gresik,808.5,,,,Iqbal Maulana ,
Nayaka Lelana : Menteri Bergerilya,Text,,,U.P.Indonesia,1984,,,819,Indonesia,Jakarta,819,,,,Mr. Susanto Tirtoprojo,
Tikus berpantun,Text,,,Balai Pustaka,1976,,,811,Indonesia,Jakarta,811,,,,Maria Amin,
Tiga Petualang Cacad 2,Text,,,Balai Pustaka,1977,,,813,Indonesia,Jakarta,813,,,,Anjar S.,
Tiga Kota,Text,,,Balai Pustaka,1959,,,808.3,Indonesia,Jakarta,808.3,,,,Nugroho Notosusanto,
Terompah Usang Yang Tak Sudah Dijakit,Text,,,Balai Pustaka,1980,,,811,Indonesia,Jakarta,811,,,,A. Damhuri,
Putra Budiman,Text,,,Balai Pustaka,1977,,,813,Indonesia,Jakarta,813,,,,Dr. Hc. M.R. Dayoh,
Hikayat Damawulan,Text,,,PT. Pradnya Paramita,1976,,,810,Indonesia,Jakarta,810,,,,Ny. S Darmawan Tjokrokusumo,
Kesusastraan Indonesia,Text,,,Warga,1987,,,807,Indonesia,Surabaya,807,,,,Drs. Suwandi - Mashari,
Salah Pilih,Text,,,Balai Pustaka,1995,,,810,Indonesia,Jakarta,810,,,,N.St. Iskandar,
Atheis,Text,,,Balai Pustaka,1986,,,,Indonesia,Jakarta,,,,,Achdiat K. Mihardja,
Siti Nurbaya,Text,,,Balai Pustaka,1922,,,810,Indonesia,Jakarta,810,,,,Marah Rusli,
Salah Asuhan,Text,,,Balai Pustaka,2009,,,810,Indonesia,Jakarta,810,,,,Abdoel Moeis,
Dari Ave Maria Ke Jalan Lain Ke Roma,Text,,,Balai Pustaka,1975,,,808.3,Indonesia,Jakarta,808.3,,,,Idrus,
Layar Terkembang,Text,,,Balai Pustaka,1986,,,,Indonesia,Jakarta,,,,,S. Takdir Alisyahbana,
Dian Yang Tak Kunjung Padam,Text,,,Dian Rakyat,1986,,,810,Indonesia,Jakarta,810,,,,S. Takdir Alisyahbana,
Anak Perawan Di Sarang Penyamun,Text,,,Dian Rakyat,1940,,,810,Indonesia,Jakarta,810,,,,S. Takdir Alisyahbana,
Djalan Jang Tak Kundjung Datar,Text,,,Balai Pustaka,1986,,,813,Indonesia,Jakarta,813,,,,Rosida Amir,
Tak Putus Dirundung Malang,Text,,,Dian Rakyat,-,,,810,Indonesia,Jakarta,810,,,,S. Takdir Alisjahbana,
Belenggu,Text,,,Dian Rakyat,2000,,,810,Indonesia,Jakarta,810,,,,Armjn Pane,
Pahlawan Dalam Puisi,Text,,,Aqua Press,1979,,,811,Indonesia,Jakarta,811,,,,Sides Sudiyarto Ds,
Mengukir Masa Depan,Text,,,Balai Pustaka,1995,,,813,Indonesia,Jakarta,813,,,,Nidhoen Sriyanto,
Sukreni Gadis Bali,Text,,,Balai Pustaka,1986,,,,Indonesia,Jakarta,,,,,A.A. Pandji Tisna,
Di Selitar Sastra Indonesia,Text,,,Effhar Publishing,1985,,,,Indonesia,Semarang,,,,,Soedjarwo,
Segi Sosiologis Novel Indonesia,Text,,,Pustaka Prima,-,,,809,Indonesia,Jakarta,809,,,,Jakob Sumardjo,
Di Dalam Lembah Kehidupan,Text,,,-,-,,,810,Indonesia,-,810,,,,Dr. Hamka,
Di Bawah Lindungan Ka'bah,Text,,,Nusantara,1961,,,810,Indonesia,Jakarta,810,,,,DR. Hamka,
Tenggelamnya Kapal Van Der Wijck,Text,,,Bulan Bintang,1999,,,813,Indonesia,Jakarta,813,,,,Hamka ,
Lukisan Dinding,Text,,,Nusantara,1963,,,813,Indonesia,Jakarta,813,,,,M. Alwan Tafsiri,
Di Tengah Keluarga,Text,,,Balai Pustaka,1967,,,813,Indonesia,Jakarta,813,,,,Ajip Rosidi,
Tiga Tenaga Raksasa,Text,,,Nusantara,1963,,,813,Indonesia,Jakarta,813,,,,Dt. B. Nurdin Jacub,
Surapati,Text,,,Balai Pustaka,1905,,,813,Indonesia,Jakarta,813,,,,A. Moeis,
Hudjan Kepagian,Text,,,Balai Pustaka,-,,,810,Indonesia,Jakarta,810,,,,Nugroho Notosusanto,
Pertempuran Dan Saldju Di Paris,Text,,,Pustaka Rakjat,1956,,,813,Indonesia,djakarta,813,,,,Sitor Situmorang,
Dunia Belum Kiamat,Text,,,Balai Pustaka,1965,,,813,Indonesia,Jakarta,813,,,,Djumri Obeng,
Domba-Domba Revolusi,Text,,,Balai Pustaka,1967,,,812,Indonesia,Jakarta,812,,,,B. Soelarto,
Komedi Manusia,Text,,,Balai Pustaka,1965,,,817,Indonesia,Jakarta,817,,,,Wakidjan,
Nusatembini,Text,,,Balai Pustaka,1969,,,813,Indonesia,Jakarta,813,,,,Sjafrins,
Daun Yang Jatuh Tak Pernah Membenci Angin,Text,,,Gramedia,2010,,,,Indonesia,Jakarta,,,,,Tere Liye,
Katak Hendak Jadi Lembu,Text,,,Balai Pustaka,67,,,813,Indonesia,Jakarta,813,,,,N. St. Iskandar,
Kisah Jerman Sepanjang Zaman (Modern),Text,,,Djambatan,1973,,,808.3,Indonesia,Jakarta,808.3,,,,Hazil ,
Kisah Jerman Sepanjang Zaman (Klasik),Text,,,Djambatan,1973,,,808.3,Indonesia,Jakarta,808.3,,,,Hazil ,
Menjelajah Negeri Skiptar 1,Text,,,PT. Pradnya Paramita,1975,,,813,Indonesia,Jakarta,813,,,,Dr. Karl May,
Menapak Kehidupan Nan Panjang,Text,,,Universitas Negeri malang,2016,,,818,Indonesia,Malang,818,,,,Sonny Asmara,
Puisi Lama,Text,,,Dian Rakyat,1946,,,811,Indonesia,Jakarta,811,,,,Sutan Takdir Alisjahbana,
Puisi Baru,Text,,,Dian Rakyat,1946,,,811,Indonesia,Jakarta,811,,,,Sutan Takdir Alisjahbana,
Perihal Gendis,Text,,,Gramedia,2018,,,811,Indonesia,Jakarta,811,,,,Sapardi Djoko Damono,
Percikan Rindu ,Text,,,Mandala Pratama,2020,,,811,Indonesia,Jakarta,811,,,,Niniek Trisnowati,
Pembatas Buku,Text,,,Idepth Publishing,2014,,,811,Indonesia,Bandar Lampung,811,,,,Yuli Nugrahani,
Prahara,Text,,,Balai Pustaka,1976,,,817,Indonesia,Jakarta,817,,,,William Shkespeare,
Yang Terempas Dan Terkandas,Text,,,Balai Pustaka,1976,,,813,Indonesia,Jakarta,813,,,,Rusman Sutiasumarga,
Sengsara Membawa Nikmat,Text,,,Balai Pustaka,1993,,,813,Indonesia,Jakarta,813,,,,Tulis Sutan Sati,
BUNGLON,Text,,,Widjaja,-,,,808,Indonesia,Jakarta,808,,,,A.P. Tjechov,
Bunga Rumput Ditepi Jalan,Text,,,Bulan Bintang,1952,,,813,Indonesia,Jakarta,813,,,,Prof.Mr.M.Nasroen,
Burung-Burung Rantau,Text,,,Gramedia,,,,813,Indonesia,Jakarta,813,,,,Y.B. Mangunwijaya,
Stay With You,Text,,,Yayasan Tasik Zona Barokah,2020,,,811,Indonesia,Tasikmalaya,811,,,,TIM,
Menghitung Jarak,Text,,,Mandala Pratama,2018,,,811,Indonesia,Jakarta,811,,,,TIM,
Binar Fajar,Text,,,Mandala Pratama,2019,,,811,Indonesia,Jakarta,811,,,,TIM,
Catatan Kepagian,Text,,,Mandala Pratama,2018,,,811,Indonesia,Jakarta,811,,,,TIM,
Sajak Angin,Text,,,Poetry Publisher,2016,,,811,Indonesia,Jakarta,811,,,,TIM,
Hikayat Kata-Kata,Text,,,Poetry Publisher,2018,,,811,Indonesia,Jakarta,811,,,,TIM,
Puisi Harapan Baru,Text,,,Mandala Pratama,2017,,,811,Indonesia,Jakarta,811,,,,TIM,
Hujan Itu Selalu Melukiskan Rindu,Text,,,Poetry Publisher,2020,,,811,Indonesia,Jakarta,811,,,,TIM,
Rangkaian Asa Dalam 1002 Bait Albiyah,Text,,,Poetry Publisher,2020,,,811,Indonesia,Jakarta,811,,,,TIM,
Taram Temaram,Text,,,,,,,811,Indonesia,,811,,,,TIM,
Pelangi Di Ujung Senja,Text,,,Mandala Pratama,2016,,,,Indonesia,Jakarta,,,,,TIM,
Sajak Untuk Ayah Tercinta,Text,,,Rumah Kita,2016,,,811,Indonesia,Banjarsari,811,,,,TIM,
Sajak Untuk Ibu Tercinta,Text,,,Poetry Publisher,2019,,,811,Indonesia,Jakarta,811,,,,TIM,
Sajak Untuk Ibu Tercinta,Text,,,Poetry Publisher,2016,,,811,Indonesia,Jakarta,811,,,,TIM,
Kakawin Cincin,Text,,,Mandala Pratama,2019,,,811,Indonesia,Jakarta,811,,,,TIM,
Cantik Holistik,Text,,,Mandala Pratama,2019,,,811,Indonesia,Jakarta,811,,,,TIM,
Sajak Untuk Ibu Tercinta,Text,,,Poetry Publisher,2017,,,811,Indonesia,Jakarta,811,,,,TIM,
Beranda Canda,Text,,,Mandala Pratama,2019,,,811,Indonesia,Jakarta,811,,,,TIM,
Menembaga,Text,,,Poetry Publisher,2018,,,811,Indonesia,Jakarta,811,,,,TIM,
Mawar Dan Rasa Kehidupan,Text,,,Poetry Publisher,2018,,,811,Indonesia,Banten,811,,,,TIM,
Antologi Puisi Catatan Seorang Pengembara,Text,,,Yayasan Tasik Zona Barokah,-,,,811,Indonesia,Tasikmalaya,811,,,,TIM,
Ranting Kayu,Text,,,Poetry Publisher,2018,,,811,Indonesia,Jakarta,811,,,,TIM,
Sajak Untuk Ayah Tercinta,Text,,,Poetry Publisher,2018,,,811,Indonesia,Jakarta,811,,,,TIM,
Bianglala,Text,,,Poetry Publisher,2017,,,811,Indonesia,Jakarta,811,,,,TIM,
Quatrain For Annabella,Text,,,Poetry Publisher,2017,,,811,Indonesia,Jakarta,811,,,,TIM,
Rinai Malam,Text,,,Yayasan Tasik Zona Barokah,2020,,,811,Indonesia,Tasikmalaya,811,,,,TIM,
Aku Adalah Diam,Text,,,Mandala Pratama,2018,,,811,Indonesia,Jakarta,811,,,,Mutiara Soprima,
Jelaga Gundah,Text,,,Mandala Pratama,2020,,,811,Indonesia,Jakarta,811,,,,TIm,
Bunga-Bunga Asmara,Text,,,Poetry Publisher,2019,,,811,Indonesia,Jakarta,811,,,,TIM,
Rupa Di Hadapanmu,Text,,,Sabana Pustaka,2016,,,811,Indonesia,Surakarta,811,,,,TIM,
FANTASI,Text,,,Mandala Pratama,2020,,,811,Indonesia,Jakarta,811,,,,TIM,
Gemakan Aku Indonesia,Text,,,CV. Peotry Publisher,2018,,,811,Indonesia,Banten,811,,,,TIM,
Gurat-Gurat Cinta,Text,,,CV. Peotry Publisher,2018,,,811,Indonesia,Banten,811,,,,TIM,
Angku Guru,Text,,,Mandala Pratama,2019,,,811,Indonesia,Jakarta,811,,,,TIM,
Gelegak Anak,Text,,,Mandala Pratama,2019,,,811,Indonesia,Jakarta,811,,,,TIM,
Riak Bahagia,Text,,,Mandala Pratama,2020,,,811,Indonesia,Jakarta,811,,,,TIM,
Tilam Fantasi,Text,,,Mandala Pratama,2020,,,811,Indonesia,Jakarta,811,,,,TIM,
Diversitas,Text,,,Mandala Pratama,2020,,,811,Indonesia,Jakarta,811,,,,TIM,
Hari Kehilangan,Text,,,Mandala Pratama,2018,,,811,Indonesia,Jakarta,811,,,,TIM,
Secangkir Air Mata ,Text,,,Mandala Pratama,2018,,,811,Indonesia,Jakarta,811,,,,TIM,
Pelita Cita-Cita,Text,,,Mandala Pratama,2019,,,811,Indonesia,Jakarta,811,,,,TIM,
Filantropi Sepi,Text,,,Mandala Pratama,2019,,,811,Indonesia,Jakarta,811,,,,TIM,
Kumpulan Cerpen Core Value Guru SMAK Santa Maria Malang,Text,,,-,2022,,,811,Indonesia,-,811,,,,TIM,
Kumpulan Cerpen Core Value SMPK Santa Maria II Malang : Berbagi,Text,,,-,-,,,809,Indonesia,-,809,,,,TIM,
Angan-Angan Bahasa Jawa,Text,,,Yayasan Untuk Indonesia,1999,,,818,Indonesia,Yogyakarta,818,,,,Bakdi Soemanto,
Korespondensi bahasa Indonesia,Text,,,Dikbud,1980,,,808.6,Indonesia,Jakarta,808.6,,,,TIM,
Hamka Di Bawah Lindungan Ka'bah,Text,,,N.V. Bulan Bintang,1983,,,808.3,Indonesia,Jakarta,808.3,,,,Hamka ,
Sajak-Sajak Anak Negeri '' Rosaceae,Text,,,Poetry Publisher,2017,,,811,Indonesia,Jakarta,811,,,,TIM,
Pohon-Pohon sesawi,Text,,,Gramedia,1999,,,,Indonesia,Jakarta,,,,,YB. Mangun Wijaya,
Sang Putri jatuh Cinta,Text,,,Gramedia,2004,,,,Indonesia,Jakarta,,,,,Meg Cabot,
Membaca Sapardi,Text,,,Obor,2010,,,809,Indonesia,Jakarta,809,,,,TIM,
If You Know What Happened In MCI,Text,,,Loveable,2015,,,895,Indonesia,Jakarta,895,,,,Widya Arifianti,
Kata Kasih Untuk Ayah,Text,,,Uwais Inspirasi Indonesia,2016,,,811,Indonesia,Ponorogo,811,,,,TIM,
Citra Manusia Dalam Novel Indonesia Modern 1920-1960,Text,,,Dikbud,1997,,,813,Indonesia,Jakarta,813,,,,TIM,
Idam Peternak Puyuh,Text,,,Aqua Press,1981,,,813,Indonesia,-,813,,,,Slamet Mashuri,
Mengenal Surat Menyura,Text,,,PT. Edumedia,1997,,,808.6,Indonesia,Jakarta,808.6,,,,Yan Tirtobisono,
101 Lelucon Gereja Katolik,Text,,,VisiMedia,2006,,,817,Indonesia,Tangerang,817,,,,Gregorius Samsi D.,
Merindu Mimpi,Text,,,Mandala Pratama,2023,,,811,Indonesia,Jakarta,811,,,,TIM,
Rumpun Madah,Text,,,Mandala Pratama,2023,,,811,Indonesia,Jakarta,811,,,,TIM,
Gerimis Hujan Menyemai Perasaan,Text,,,JSI,2022,,,811,Indonesia,Gresik,811,,,,TIM,
Asyiknya Menulis Puisi,Text,,,Tiga Serangkai,2007,,,810,Indonesia,Solo,810,,,,Wes Magee,
Mozaik Kenangan Kota Malang,Text,,,Perpustakaan Umum Kota Malang,2019,,,809,Indonesia,Malang,809,,,,TIM,
Buku Tentang Ruang,Text,,,Gramedia,2016,,,800,Indonesia,Jakarta,800,,,,Avianti Armand,
"Humor For The Heart : Kisah Hikmat, dan Humor untuk Menguatkan hati",Text,,,Andi,2008,,,808.7,Indonesia,Yogyakarta,808.7,,,,Barbara Johnson -dkk,
Makan Tuh Cinta : 15 Cerita Komedia Cinta,Text,,,Gradien Mediatama,2008,,,817,Indonesia,Yogyakarta,817,,,,Amril Taufiq G.,
Blues Untuk Bonnie : Kumpulan Sajak,Text,,,Pustaka Jaya,1993,,,811,Indonesia,Jakarta,811,,,,Rendra,
101 Dosa Penulis Pemula,Text,,,AsmaNadia,2014,,,818,Indonesia,Depok,818,,,,isa Alamsyah,
Satu Cita Dalam Karsa Cinta Dalam Karya Gukar PDp,Text,,,Gambang Buku Budaya,2022,,,809,Indonesia,Yogyakarta,809,,,,TIM,
Bukan Asal Debat,Text,,,Psikologi Corner,2022,,,808.5,Indonesia,Yogyakarta,808.5,,,,Hasna Wijayati,
Menggapai  Cita-Cita Imajiner,Text,,,UM,2017,,,813,Indonesia,Malang,813,,,,Sony Asmara,
Let' Speak : Simple Tips For Public Speaking,Text,,,Andi,2024,,,808.51,Indonesia,Yogyakarta,808.51,,,,Ninda Nindiani,
Akulah Banda Naira,Text,,,Sheila,2023,,,813,Indonesia,Yogyakarta,813,,,,Sekar Ayu Asmara,
Anak Semua Bangsa,Text,,,Lentera Dipantara,2011,,,810,Indonesia,Jakarta,810,,,,Pramoedya Ananta Toer,
Golf Untuk Rakyar,Text,,,Bentang,1994,,,810,Indonesia,Yogyakarta,810,,,,Darmanto Jatman,
Kesusastraan Indonesia,Text,,,PT. Pembangunan,1954,,,899,Indonesia,Jakarta,899,,,,B. Simorangkir,
Setan setan menggugat,Text,,,GagasMedia,2022,,,814,Indonesia,Jakarta,814,,,,kisah tanah jawa,
Candlelight (Bunga Rampai 365 Pencerahan Diri),Text,,,Pustaka Phoenix,2009,,,811,Indonesia,Jakarta,811,,,,Anton VW & Cinde,
Sophrosyne Anatologi Puisi,Text,,,,2025,,,811,Indonesia,Malang,811,,,,TIM,
ATLAS UNTUK SEKOLAH LANJUTAN,Text,,,DJAMBATAN,1964,,,912,Indonesia,Jakarta,912,,,,,
ATLAS INDONESIA & DUNIA,Text,,,CV. PRADIKA,1983,,,912,Indonesia,Jakarta,912,,,,Drs. M.A. Chamzawi dkk,
ATLAS SEJARAH PENDIDIKAN DASAR,Text,,,PT. Karya Pembina Swajaya,2003,,,911,Indonesia,Surabaya,911,,,,Drs. Suprihadi-dkk,
ATLAS PERTAMBANGAN,Text,,,PT. Karya Pembina Swajaya,2003,,,912,Indonesia,Surabaya,912,,,,Ahmad Sabur,
ATLAS DUNIA DILENGKAPI PROVINSI KALIMANTAN UTARA,Text,,,CV. BUANA RAYA,2017,,,912,Indonesia,Jakarta,912,,,,TIM,
ATLAS INDONESIA DAN DUNIA EDISI TERBARU 33 PROPINSI,Text,,,KARISMA,-,,,912,Indonesia,Tangerang,912,,,,TIM,
ATLAS ILMU PENGETAHUAN SOSIAL,Text,,,PT. Karya Pembina Swajaya,1994,,,912,Indonesia,Surabaya,912,,,,Achmad Chaldun,
ATLAS IPS INDONESIA& DUNIA,Text,,,CV. Prima Indonesia,1991,,,912,Indonesia,Surabaya,912,,,,Drs. Imam Suhardiman,
ATLAS GEOGRAFI INDONESIA DAN DUNIA,Text,,,PUSTAKA ILMU,1984,,,912,Indonesia,Jakarta,912,,,,TIM,
Atlas Persada Dan Dunia,Text,,,Ghalia Indonesia,1976,,,912,Indonesia,Jakarta,912,,,,Zazoeli,
ATLAS DUNIA INFORMASI DI DALAM GENGGAMANMU,Text,,,Erlangga,2007,,,912,Indonesia,Jakarta,912,,,,Dee Philips,
ATLAS EKSPLORASI,Text,,,Erlangga,-,,,911,Indonesia,Jakarta,911,,,,Sarah harrison,
ATLAS JAWA TIMUR,Text,,,PT. Karya Pembina Swajaya,2004,,,912,Indonesia,Surabaya,912,,,,,
ATLAS BERGAMBAR UNTUK ANAK ,Text,,,Erlangga,-,,,912.1,Indonesia,Jakarta,912.1,,,,Linda Edwards,
ATLAS ZAMAN KUNO,Text,,,Erlangga,2007,,,910,Indonesia,Jakarta,910,,,,Simon Adams,
Atlas Eksploras & Kerajaan,Text,,,,,,,,Indonesia,,,,,,Simon Adams,
ATLAS DAN LUKISAN SEJARAH NASIONAL INDONESIA,Text,,,CV. Baru,1984,,,912,Indonesia,Jakarta,912,,,,Drs. Tugiyono KS,
ATLAS INDONESIA DAN DUNIA,Text,,,Yayasan Pelita ,-,,,912,Indonesia,Jakarta,912,,,,TIM,
Kisah Heroik Pahlawan Nasional Terpopuler,Text,,,New Merah Putih,2009,,,928,Indonesia,Yogyakarta,928,,,,Amir Hendarsah,
Kisah Sejati Pahlawan Daerah Dari Sabang Sampai Merauke,Text,,,Best Publisher,2009,,,928,Indonesia,Yogyakarta,928,,,,Amir Hendarsah,
Mengenal Kerajaan-Kerajaan Nusantara,Text,,,Pustaka Widyatama,2009,,,959.8,Indonesia,Yogyakarta,959.8,,,,Deni Prasetyo,
Mengenal Seni & Budaya Indonesia,Text,,,Cerdas Interaktif,2012,,,912,Indonesia,Jakarta,912,,,,R.Rizky & T. Wibisono,
Mengenal Seni & Budaya 34 Propinsi Di Indonesia,Text,,,Cerdas Interaktif,2015,,,912.1,Indonesia,Jakarta,912.1,,,,R.Rizky & T. Wibisono,
BUNG KARNO KENANGAN-KENANGAN KEPERGIANNYA,Text,,,Sasongko,-,,,920,Indonesia,Jakarta,920,,,,TIM,
"Queen, Empress, Concubine",Text,,,Alvabet,2012,,,920.72,Indonesia,Jakarta,920.72,,,,Claudia Gold,
Kimiawan Hebat Louis Pasteur,Text,,,Pakar Raya,2003,,,925,Indonesia,Bandung,925,,,,Steve Parker,
100 Penemu Hebat,Text,,,KARISMA,2008,,,925,Indonesia,Tangerang,925,,,,drs. Alexander Sindoro,
100 Pengetahuan Tentang Wilayah Barat Yang Liar,Text,,,Pakar Raya,2001,,,909.1,Indonesia,Bandung,909.1,,,,Andrew langley,
Siapakah Orang Pertama ? : Titik Awal Sejarah,Text,,,Pakar Raya,2009,,,908,Indonesia,Bandung,908,,,,Phil Roxbee Cox & Struan Reid,
Siapakah Orang Pertama Amerika Utara?,Text,,,Pakar Raya,2009,,,970,Indonesia,Bandung,970,,,,Phillippa wingate & Struan Reid,
Siapakah Yang Membangun Piramida : Titik Awal Sejarah,Text,,,Pakar Raya,2009,,,932,Indonesia,Bandung,932,,,,Jane Chisholm & Struan Reid,
Tanya Dan Jawab Ensiklopedia : Sejarah Dunia,Reference,,,Pakar Raya,2005,,,903,Indonesia,Bandung,903,,,,Brian Williams,
Apa Yang Terjadi Kemudian? Peristiwa Besar,Text,,,Quality Press,2001,,,999,Indonesia,Jakarta,999,,,,Richard Tames,
Apa Yang Terjadi Kemudian? Penjelajah Yang Hebat?,Text,,,Quality Press,2001,,,910.9,Indonesia,Jakarta,910.9,,,,Richard Tames,
Apa Yang Terjadi Kemudian? Bencana Yang Hebat?,Text,,,Quality Press,2001,,,904.5,Indonesia,Jakarta,904.5,,,,Valerie Nott,
Monografi Sejarah Kota Malang,Text,,,CV. Sigma Media,1996,,,902,Indonesia,Malang,902,,,,"Suwardono, S.Pd -dkk",
PRASEJARAH,Text,,,PT. Remaja Rosdakarya ,1996,,,930.1,Indonesia,Bandung,930.1,,,,TIM,
KUTUB : PLANET BUMI,Text,,,Tiga serangkai,2010,,,998,Indonesia,Solo,998,,,,Steve Parker,
Planet Yang Bergejolak,Text,,,Erlangga,2006,,,904.5,Indonesia,Jakarta,904.5,,,,Philip Steele dkk,
Ilmuwan Besar : Seri Pustaka sains,Text,,,Pakar Raya,2005,,,925,Indonesia,Bandung,925,,,,John Farndon,
Pelopor Penerbangan ,Text,,,Tiga serangkai,2009,,,909,Indonesia,Solo,909,,,,Ole Steen Hansen,
Pesawat Militer Perang Dunia I,Text,,,Tiga serangkai,2009,,,900.7,Indonesia,Solo,900.7,,,,Ole Steen Hansen,
PEARL HARBOR : Kisah Yang Terlewatkan,Text,,,PT. Elex Media Komputindo,2009,,,973,Indonesia,Jakarta,973,,,,Jacqueline laks Gorman,
Kehidupan Rakyat Sipil Dalam Kancah PD II : Kisah Yang Terlewatkan,Text,,,PT. Elex Media Komputindo,2007,,,940.53,Indonesia,Jakarta,940.53,,,,Fiona Macdonald,
Perang Dunia II : Kisah Yang Terlewatkan,Text,,,PT. Elex Media Komputindo,2007,,,940.54,Indonesia,Jakarta,940.54,,,,Colin Hynson,
Kehidupan Prasejarah : 1000 Kisah Tentang,Text,,,PT. Bhuana Ilmu Populer,2011,,,913.01,Indonesia,Jakarta,913.01,,,,Andrew Campbell,
Geografi Dunia : 1000 Fakta Tentang,Text,,,PT. Bhuana Ilmu Populer,2010,,,919,Indonesia,Jakarta,919,,,,John Farndon,
Bencana Buatan Manusia Tumhan Minyak Bumi,Text,,,PT. Mandira,1996,,,904.7,Indonesia,Semarang,904.7,,,,,
Gempa Bumi Dan Gunung Api,Text,,,Tiga serangkai,2009,,,904.5,Indonesia,Solo,904.5,,,,John Edwards,
Banjir Dan Kekeringan,Text,,,Tiga serangkai,2009,,,904.5,Indonesia,Solo,904.5,,,,Clive Gifford,
 Ensiklopedia AnakTempat Terkenal,Reference,,,Gramedia,2002,,,910.4,Indonesia,Jakarta,910.4,,,,David Togatorop,
PENJELAJAHAN 1 : Melihat Lebih Dekat,Text,,,PT. Elex Media Komputindo,2003,,,910.7,Indonesia,Jakarta,910.7,,,,Philip Wilkinson,
PENJELAJAHAN 2 : Melihat Lebih Dekat,Text,,,PT. Elex Media Komputindo,2003,,,910.7,Indonesia,Jakarta,910.7,,,,Philip Wilkinson,
Perjalan Wisata AUSTRALIA Mengenal Ragam Budaya Dan Geografi,Text,,,Tiga serangkai,2008,,,915,Indonesia,Solo,915,,,,Lynn Huggins-Cooper,
Perjalan Wisata spanyol Mengenal Ragam Budaya Dan Geografi,Text,,,Tiga serangkai,2007,,,914,Indonesia,Solo,914,,,,John Kenyon,
Perjalan Wisata RUSIA Mengenal Ragam Budaya Dan Geografi,Text,,,Tiga serangkai,2008,,,914,Indonesia,Solo,914,,,,Lynn Huggins-Cooper,
Perjalan Wisata CHINA Mengenal Ragam Budaya Dan Geografi,Text,,,Tiga serangkai,2008,,,915,Indonesia,Solo,915,,,,Lynn Huggins-Cooper,
Perjalan Wisata MESIR Mengenal Ragam Budaya Dan Geografi,Text,,,Tiga serangkai,2007,,,915,Indonesia,Solo,915,,,,Elaine Jackson,
Perjalan Wisata INDIA Mengenal Ragam Budaya Dan Geografi,Text,,,Tiga serangkai,2007,,,915,Indonesia,Solo,915,,,,Elaine Jackson,
Perjalan Wisata AMERIKA Mengenal Ragam Budaya Dan Geografi,Text,,,Tiga serangkai,2007,,,917,Indonesia,Solo,917,,,,Elaine Jackson,
Perjalan Wisata PRANCIS Mengenal Ragam Budaya Dan Geografi,Text,,,Tiga serangkai,2007,,,914,Indonesia,Solo,914,,,,Linda Pickwell,
Romo mangun Sahabat Kaum Duafa,Text,,,Kanisius,2005,,,920,Indonesia,Yogyakarta,920,,,,,
SATU ABAD KARTINI 1879 - 1979,Text,,,Sinar Harapan,1979,,,928,Indonesia,Jakarta,928,,,,TIM,
Habis Gelap Terbitlah Terang,Text,,,Balai Pustaka,1983,,,920,Indonesia,Jakarta,920,,,,R.A. Kartini,
KARTINI DARI SISI LAIN,Text,,,Buku Kompas,2005,,,920,Indonesia,Jakarta,920,,,,Dwi Arbaningsih,
ALBUM PAHLAWAN BANGSA,Text,,,Mutiara Sumber Widya,1977,,,928,Indonesia,Jakarta,928,,,,TIM,
Taktik Bertahan Hidup Di KUTUB,Text,,,PT. Elex Media Komputindo,2004,,,998,Indonesia,Jakarta,998,,,,Peter D. Riley,
ALEXANDER GRAHAM BELL DAN TELEPON,Text,,,Quality Press,1998,,,926,Indonesia,Jakarta,926,,,,Steve Parker,
LUMIERE BERSAUDARA DAN PENERBANGAN PERFILMAN,Text,,,Quality Press,1998,,,927,Indonesia,Jakarta,927,,,,Steve Parker,
WRIGHT BERSAUDARA DAN PENERBANGAN,Text,,,Quality Press,1998,,,926,Indonesia,Jakarta,926,,,,Steve Parker,
